Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added At,Genres,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
Riptide,Dream Your Life Away (Deluxe Edition),Vance Joy,2014-08-05,204280,83,2025-03-20T21:10:46Z,folk pop,0.483,1.0,-6.696,0.0381,0.436,0.0,0.151,0.484,101.654,4.0,1.0
Stick Season,Stick Season,Noah Kahan,2022-10-14,182346,86,2025-03-20T21:10:46Z,,0.664,9.0,-6.935,0.0651,0.799,0.0,0.0966,0.801,117.896,4.0,4.0
Yellow,Parachutes,Coldplay,2000-07-10,266773,91,2025-03-20T21:10:46Z,,0.429,11.0,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,4.0,2.0
I'm Good (Blue),I'm Good (Blue),"David Guetta,Bebe Rexha",2022-08-26,175238,86,2025-03-20T21:10:46Z,"edm,dance",0.561,7.0,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4.0,19.0
Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,260173,85,2025-03-20T21:10:46Z,,0.588,10.0,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,4.0,1.0
Wake Me Up,True,Avicii,2013-01-01,247426,86,2025-03-20T21:10:46Z,edm,0.532,2.0,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,4.0,1.0
Save Your Tears,After Hours,The Weeknd,2020-03-20,215626,85,2025-03-20T21:10:46Z,,0.679,0.0,-5.487,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,4.0,8.0
deja vu,SOUR,Olivia Rodrigo,2021-05-21,215506,84,2025-03-20T21:10:46Z,,0.442,2.0,-7.222,0.112,0.584,5.7e-06,0.37,0.178,180.917,4.0,11.0
Heather,Kid Krow,Conan Gray,2020-03-20,198040,85,2025-03-20T21:10:46Z,,0.357,5.0,-7.301,0.0333,0.584,0.0,0.322,0.27,102.078,3.0,27.0
Ghost,Justice,Justin Bieber,2021-03-19,153190,83,2025-03-20T21:10:46Z,,0.601,2.0,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4.0,14.0
"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010-12-01,216773,83,2025-03-20T21:10:46Z,soft pop,0.673,1.0,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,4.0,3.0
drivers license,SOUR,Olivia Rodrigo,2021-05-21,242013,84,2025-03-20T21:10:46Z,,0.561,10.0,-8.81,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4.0,7.0
Midnight Killer,Midnight Killer,Stela Cole,2024-02-09,156272,43,2025-03-20T21:10:46Z,,0.445,9.0,-6.56,0.0509,0.419,0.0,0.148,0.328,87.966,4.0,1.0
Maps,V,Maroon 5,2014-09-02,189960,83,2025-03-20T21:10:46Z,pop,0.742,1.0,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,4.0,3.0
The Nights,The Days / Nights,Avicii,2014-01-01,176658,84,2025-03-20T21:10:46Z,edm,0.527,6.0,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,4.0,1.0
Can't Hold Us (feat. Ray Dalton),The Heist,"Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",2012-10-09,258431,85,2025-03-20T21:10:46Z,,0.633,2.0,-4.468,0.0839,0.0267,0.0,0.0986,0.88,146.097,4.0,3.0
Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,84,2025-03-20T21:10:46Z,,0.655,0.0,-3.669,0.045,0.0797,0.0,0.299,0.409,99.947,4.0,3.0
"Sex, Drugs, Etc.",Pineapple Sunrise,Beach Weather,2023-03-03,196784,83,2025-03-20T21:10:46Z,,0.57,4.0,-5.085,0.0381,0.0136,0.00876,0.524,0.47,143.975,4.0,7.0
Stargirl Interlude,Starboy,"The Weeknd,Lana Del Rey",2016-11-24,111626,80,2025-03-20T21:10:46Z,,0.715,5.0,-12.638,0.0772,0.353,0.0923,0.104,0.426,89.965,4.0,1.0
Maria,María,HWASA,2020-06-29,199026,67,2025-03-20T21:10:46Z,k-pop,0.658,9.0,-2.967,0.0634,0.238,2.03e-06,0.272,0.442,128.909,4.0,1.0
Way Back Home,Take,SHAUN,2018-06-27,214136,67,2025-03-20T21:10:46Z,k-pop,0.745,10.0,-4.591,0.0327,0.405,0.000183,0.127,0.556,99.913,4.0,1.0
Prince Ali,Aladdin (Original Motion Picture Soundtrack),Will Smith,2019-05-22,209666,64,2025-03-20T21:10:46Z,,0.409,10.0,-5.674,0.104,0.0574,0.0,0.0922,0.365,97.383,4.0,2.0
Arabian Nights (2019),Aladdin (Original Motion Picture Soundtrack),Will Smith,2019-05-22,193096,66,2025-03-20T21:10:46Z,,0.445,8.0,-8.018,0.0405,0.254,0.0,0.109,0.465,128.776,4.0,3.0
Speechless (Full),Aladdin (Original Motion Picture Soundtrack),Naomi Scott,2019-05-22,208800,68,2025-03-20T21:10:46Z,,0.474,6.0,-7.625,0.0342,0.467,0.0,0.119,0.23,124.844,4.0,2.0
A Whole New World,Aladdin Special Edition,"Lea Salonga,Brad Kane,Disney",2004-01-01,160800,67,2025-03-20T21:10:46Z,,0.285,0.0,-15.793,0.0354,0.846,2.11e-06,0.1,0.135,115.8,4.0,2.0
Friend Like Me,Aladdin (Original Motion Picture Soundtrack),Will Smith,2019-05-22,155531,67,2025-03-20T21:10:46Z,,0.688,2.0,-6.162,0.0618,0.0536,0.0,0.145,0.665,97.703,4.0,2.0
I'll Make a Man Out of You,Mulan (Original Soundtrack),"Donny Osmond,Chorus - Mulan,Disney",1998-01-01,201680,72,2025-03-20T21:10:46Z,,0.672,7.0,-17.669,0.0339,0.144,2.96e-05,0.074,0.496,113.852,4.0,1.0
Reflection,Mulan (Original Soundtrack),"Lea Salonga,Disney",1998-01-01,146760,66,2025-03-20T21:10:46Z,,0.255,9.0,-19.217,0.0379,0.805,0.00911,0.335,0.0829,80.707,4.0,1.0
Lost in the Woods,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Jonathan Groff,2019-11-15,180762,66,2025-03-20T21:10:46Z,musicals,0.366,8.0,-6.972,0.0277,0.695,8.91e-06,0.124,0.293,149.318,4.0,1.0
Pumped Up Kicks,Torches,Foster The People,2011-05-23,239600,85,2025-03-20T21:10:46Z,,0.733,5.0,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,4.0,1.0
Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,197706,81,2025-03-20T21:10:46Z,soft rock,0.701,4.0,-2.986,0.0455,0.0755,0.0,0.601,0.792,128.993,4.0,1.0
California Gurls,Teenage Dream,"Katy Perry,Snoop Dogg",2010-01-01,234653,75,2025-03-20T21:10:46Z,"pop,g-funk,west coast hip hop,gangster rap,hip hop,rap",0.789,0.0,-3.71,0.0537,0.0038,0.0,0.18,0.403,125.007,4.0,1.0
Complicated,Let Go,Avril Lavigne,2002-06-04,244506,83,2025-03-20T21:10:46Z,,0.585,5.0,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,4.0,1.0
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,289133,76,2025-03-20T21:10:46Z,,0.744,0.0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.966,4.0,1.0
Titanium (feat. Sia),Nothing but the Beat (Ultimate Edition),"David Guetta,Sia",2012-12-07,245040,82,2025-03-20T21:10:46Z,"edm,dance",0.604,0.0,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,4.0,1.0
DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),"USHER,Pitbull",2010-03-30,220800,84,2025-03-20T21:10:46Z,r&b,0.663,7.0,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,4.0,1.0
My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,2009-03-06,211493,67,2025-03-20T21:10:46Z,christmas,0.526,9.0,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982,4.0,1.0
Brown Eyed Girl,Blowin' Your Mind!,Van Morrison,1967-09,183306,81,2025-03-20T21:10:46Z,,0.491,7.0,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,4.0,1.0
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,1972-05-19,281613,82,2025-03-20T21:10:46Z,,0.601,10.0,-9.119,0.0286,0.433,5.95e-06,0.0925,0.342,136.576,4.0,1.0
A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002-04-30,237493,78,2025-03-20T21:10:46Z,,0.56,11.0,-3.862,0.0379,0.323,0.0,0.161,0.268,94.931,4.0,1.0
2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,80,2025-03-20T21:10:46Z,,0.697,1.0,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,4.0,2.0
Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,74,2025-03-20T21:10:46Z,,0.751,4.0,-3.724,0.0862,0.0039,0.0,0.036,0.814,119.977,4.0,12.0
High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,79,2025-03-20T21:10:46Z,emo,0.579,5.0,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,4.0,1.0
Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,88,2025-03-20T21:10:46Z,,0.513,1.0,-5.94,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,4.0,4.0
I Want You Back,Diana Ross Presents The Jackson 5,The Jackson 5,1969-12-18,176333,76,2025-03-20T21:10:46Z,"motown,christmas",0.469,8.0,-13.559,0.0575,0.305,0.000114,0.37,0.885,196.606,4.0,1.0
Kiss Me More (feat. SZA),Planet Her,"Doja Cat,SZA",2021-06-25,208666,83,2025-03-20T21:10:46Z,r&b,0.764,8.0,-3.463,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4.0,2.0
Boom Boom Pow,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,251440,67,2025-03-20T21:10:46Z,,0.866,9.0,-5.894,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,1.0
Firework,Teenage Dream,Katy Perry,2010-01-01,227893,72,2025-03-20T21:10:46Z,pop,0.638,8.0,-5.039,0.049,0.142,0.0,0.113,0.649,124.071,4.0,1.0
Electric Love,Dopamine,BØRNS,2015-10-16,218106,79,2025-03-20T21:10:46Z,,0.611,6.0,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,4.0,1.0
Stay,Stay,"Zedd,Alessia Cara",2017-02-23,210090,75,2025-03-20T21:10:46Z,edm,0.69,5.0,-5.025,0.0622,0.253,0.0,0.116,0.544,102.04,4.0,3.0
Mercy,Illuminate (Deluxe),Shawn Mendes,2017-04-20,208733,80,2025-03-20T21:10:46Z,pop,0.554,11.0,-4.957,0.0821,0.126,0.0,0.111,0.338,148.122,4.0,1.0
Whistle,Wild Ones,Flo Rida,2012-06-22,224653,77,2025-03-20T21:10:46Z,,0.747,0.0,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,4.0,1.0
Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,203417,81,2025-03-20T21:10:46Z,,0.597,7.0,-5.114,0.463,0.0169,0.0,0.124,0.152,120.276,4.0,3.0
Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,238626,80,2025-03-20T21:10:46Z,,0.707,11.0,-4.509,0.0577,0.0861,0.0,0.168,0.717,124.921,4.0,1.0
Sugar Sugar,Everything's Archie,The Archies,1969-11-14,167213,68,2025-03-20T21:10:46Z,,0.757,2.0,-7.259,0.0275,0.399,0.0,0.108,0.965,122.439,4.0,1.0
비누,비누,BIBI,2019-05-15,182200,48,2025-03-20T21:10:46Z,"k-pop,k-rap",0.842,4.0,-5.815,0.0329,0.719,0.0,0.191,0.641,119.043,4.0,1.0
Nobody Knows,Born to be XX,KISS OF LIFE,2023-11-08,195960,68,2025-03-20T21:10:46Z,k-pop,0.655,7.0,-4.322,0.116,0.278,0.0,0.156,0.927,90.055,4.0,1.0
Nothing On Me,KAI - The 1st Mini Album,KAI,2020-11-30,160786,50,2025-03-20T21:10:46Z,k-pop,0.517,11.0,-4.057,0.0627,0.036,3.42e-05,0.39,0.324,105.212,4.0,1.0
Promise,Promise,Jimin,2018-12-31,151011,66,2025-03-20T21:10:46Z,k-pop,0.692,2.0,-7.155,0.0433,0.83,5.57e-06,0.238,0.739,88.964,4.0,2.0
Snow Flower (feat. Peakboy),Snow Flower (feat. Peakboy),"V,Peakboy",2020-12-25,229013,64,2025-03-20T21:10:46Z,k-pop,0.767,11.0,-5.732,0.0388,0.377,4.14e-05,0.116,0.355,97.529,3.0,1.0
SUGA's Interlude,Manic,"Halsey,SUGA,BTS",2020-01-17,138204,59,2025-03-20T21:10:46Z,k-pop,0.441,0.0,-6.88,0.186,0.0866,0.0,0.0425,0.244,78.7,4.0,1.0
Paradise,Love Yourself 轉 'Tear',BTS,2018-05-18,211223,62,2025-03-20T21:10:46Z,k-pop,0.551,5.0,-5.523,0.352,0.214,0.0,0.0571,0.928,139.662,4.0,1.0
Stay Alive (Prod. SUGA of BTS),Stay Alive (Prod. SUGA of BTS),Jung Kook,2022-02-11,210928,70,2025-03-20T21:10:46Z,k-pop,0.512,2.0,-5.889,0.0682,0.299,0.0,0.103,0.495,130.096,4.0,3.0
Make It Right,MAP OF THE SOUL : PERSONA,BTS,2019-04-12,226321,64,2025-03-20T21:10:46Z,k-pop,0.639,7.0,-7.874,0.448,0.0104,0.0,0.132,0.259,105.782,4.0,1.0
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,2023-03-17,200929,69,2025-03-20T21:10:46Z,k-pop,0.585,0.0,-4.165,0.0565,0.115,0.0,0.124,0.564,132.09,4.0,1.0
Save Me,The Most Beautiful Moment in Life: Young Forever,BTS,2016-05-02,196505,68,2025-03-20T21:10:46Z,k-pop,0.613,1.0,-3.48,0.062,0.0269,0.0,0.0783,0.54,139.936,4.0,1.0
Somebody,GOLDEN,Jung Kook,2023-11-03,168599,71,2025-03-20T21:10:46Z,k-pop,0.65,1.0,-5.557,0.0477,0.286,0.0,0.136,0.256,106.059,4.0,2.0
Any Day Now,INSIDE,Bo Burnham,2021-06-10,57962,46,2025-03-20T21:10:46Z,comedy,0.731,10.0,-14.19,0.0498,0.896,0.0,0.115,0.378,89.752,4.0,3.0
Piano Man,Piano Man (Legacy Edition),Billy Joel,1973-11-07,339000,79,2025-03-20T21:10:46Z,soft rock,0.331,0.0,-6.483,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3.0,4.0
Euphoria,Love Yourself 結 'Answer',BTS,2018-08-24,228615,72,2025-03-20T21:10:46Z,k-pop,0.637,2.0,-4.518,0.0338,0.394,0.0,0.0921,0.57,104.996,4.0,2.0
The Future,INSIDE (DELUXE),Bo Burnham,2022-06-03,93705,40,2025-03-20T21:10:46Z,comedy,0.723,0.0,-5.858,0.0359,0.542,0.0,0.0946,0.826,140.061,4.0,1.0
WTFIGO,THE INSIDE OUTTAKES,Bo Burnham,2022-06-02,54317,38,2025-03-20T21:10:46Z,comedy,0.638,0.0,-6.973,0.0383,0.697,0.0,0.0939,0.97,199.861,4.0,1.0
Feel Good,INSIDE (DELUXE),Bo Burnham,2022-06-03,43248,38,2025-03-20T21:10:46Z,comedy,0.49,8.0,-7.944,0.0372,0.125,1.46e-05,0.226,0.836,200.44,4.0,1.0
Five Years,INSIDE (DELUXE),Bo Burnham,2022-06-03,228679,45,2025-03-20T21:10:46Z,comedy,0.833,11.0,-10.42,0.372,0.733,3.18e-06,0.16,0.536,93.0,4.0,2.0
Microwave Popcorn,INSIDE (DELUXE),Bo Burnham,2022-06-03,147496,44,2025-03-20T21:10:46Z,comedy,0.714,9.0,-7.086,0.0815,0.32,1.87e-06,0.286,0.678,160.009,4.0,3.0
Spider,THE INSIDE OUTTAKES,Bo Burnham,2022-06-02,35463,39,2025-03-20T21:10:46Z,comedy,0.345,7.0,-3.732,0.0641,0.000328,0.000781,0.326,0.797,160.634,5.0,2.0
This Isn’t A Joke,THE INSIDE OUTTAKES,Bo Burnham,2022-06-02,72556,35,2025-03-20T21:10:46Z,comedy,0.61,5.0,-10.101,0.0403,0.495,0.627,0.145,0.0848,133.489,5.0,1.0
Oh Bo (Studio),Words Words Words,Bo Burnham,2010-10-19,303986,47,2025-03-20T21:10:46Z,comedy,0.671,8.0,-5.732,0.0546,0.213,0.0,0.287,0.75,133.875,4.0,1.0
What's Funny,Words Words Words,Bo Burnham,2010-10-19,278626,39,2025-03-20T21:10:46Z,comedy,0.535,2.0,-6.924,0.297,0.844,0.0,0.97,0.613,116.095,4.0,1.0
Intro,What.,Bo Burnham,2013-12-17,568813,33,2025-03-20T21:10:46Z,comedy,0.375,8.0,-5.694,0.529,0.559,2.6e-05,0.953,0.199,84.199,4.0,4.0
One Man Shows,Words Words Words,Bo Burnham,2010-10-19,288546,28,2025-03-20T21:10:46Z,comedy,0.463,9.0,-13.31,0.933,0.808,0.0,0.712,0.391,74.443,4.0,1.0
Ironic,Words Words Words,Bo Burnham,2010-10-19,188866,42,2025-03-20T21:10:46Z,comedy,0.488,9.0,-6.968,0.37,0.876,0.0,0.701,0.847,90.75,3.0,1.0
Binary Reality,Words Words Words,Bo Burnham,2010-10-19,161426,28,2025-03-20T21:10:46Z,comedy,0.565,2.0,-12.555,0.923,0.794,0.0,0.661,0.268,48.152,4.0,1.0
A Prayer/How Do We Fix Africa?,Words Words Words,Bo Burnham,2010-10-19,79346,27,2025-03-20T21:10:46Z,comedy,0.572,9.0,-14.522,0.94,0.79,0.0,0.861,0.376,85.383,4.0,1.0
Rant,Words Words Words,Bo Burnham,2010-10-19,216266,44,2025-03-20T21:10:46Z,comedy,0.739,8.0,-5.583,0.481,0.695,0.0,0.876,0.611,120.025,4.0,1.0
Art Is Dead,Words Words Words,Bo Burnham,2010-10-19,152893,58,2025-03-20T21:10:46Z,comedy,0.523,4.0,-6.167,0.0566,0.844,0.0,0.936,0.703,85.531,4.0,1.0
1985,INSIDE (DELUXE),Bo Burnham,2022-06-03,146654,51,2025-03-20T21:10:46Z,comedy,0.646,4.0,-7.466,0.0475,0.0432,0.0,0.333,0.894,155.85,4.0,1.0
Sad,What.,Bo Burnham,2013-12-17,263099,47,2025-03-20T21:10:46Z,comedy,0.392,0.0,-5.737,0.063,0.71,0.0,0.846,0.352,96.651,4.0,1.0
I F--K Sl--Ts,What.,Bo Burnham,2013-12-17,200552,33,2025-03-20T21:10:46Z,comedy,0.625,11.0,-11.362,0.893,0.649,0.0,0.73,0.479,117.815,4.0,1.0
Wdidln?,What.,Bo Burnham,2013-12-17,116028,30,2025-03-20T21:10:46Z,comedy,0.583,6.0,-8.58,0.89,0.648,0.0,0.947,0.283,111.723,4.0,1.0
"Left Brain, Right Brain",What.,Bo Burnham,2013-12-17,394392,46,2025-03-20T21:10:46Z,comedy,0.462,4.0,-6.011,0.621,0.639,0.0,0.655,0.548,169.408,4.0,1.0
Beating off in a Minor,What.,Bo Burnham,2013-12-17,150158,29,2025-03-20T21:10:46Z,comedy,0.312,5.0,-9.336,0.0908,0.854,0.0403,0.914,0.179,144.469,4.0,1.0
From God's Perspective,What.,Bo Burnham,2013-12-17,261221,48,2025-03-20T21:10:46Z,comedy,0.339,0.0,-5.895,0.0401,0.775,0.0,0.738,0.355,86.898,4.0,1.0
Andy the Frog,What.,Bo Burnham,2013-12-17,193129,30,2025-03-20T21:10:46Z,comedy,0.621,11.0,-6.971,0.88,0.681,0.0,0.934,0.351,88.057,3.0,1.0
Out of the Abyss,What.,Bo Burnham,2013-12-17,219647,29,2025-03-20T21:10:46Z,comedy,0.556,2.0,-9.031,0.885,0.718,0.0,0.876,0.312,121.709,4.0,1.0
I Love You Too Much,The Book of Life (Original Motion Picture Soundtrack),"Gustavo Santaolalla,Diego Luna",2014-09-29,155320,58,2025-03-20T21:10:46Z,soundtrack,0.403,0.0,-9.601,0.0428,0.854,9.5e-06,0.198,0.21,206.198,3.0,1.0
Big Girls Don't Cry,Crazy Woman,Cloudy June,2024-11-01,170216,40,2025-03-20T21:10:46Z,,0.71,3.0,-3.458,0.052,0.205,0.00131,0.0759,0.691,109.951,4.0,2.0
Ugly,Villain Of Your Dreams,Naomi Jon,2024-08-16,161446,42,2025-03-20T21:10:46Z,,0.659,6.0,-4.883,0.0559,0.168,0.0,0.0765,0.91,145.041,4.0,2.0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),"Stephanie Beatriz,Olga Merediz,Encanto - Cast",2021-11-19,257213,69,2025-03-20T21:10:46Z,,0.594,1.0,-6.345,0.359,0.12,0.0,0.0582,0.556,141.391,4.0,1.0
Waiting On A Miracle,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,2021-11-19,161840,66,2025-03-20T21:10:46Z,,0.48,1.0,-8.145,0.069,0.171,0.0,0.131,0.267,190.066,3.0,1.0
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,2021-11-19,202226,68,2025-03-20T21:10:46Z,,0.65,2.0,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,4.0,1.0
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),"Diane Guerrero,Stephanie Beatriz",2021-11-19,179426,67,2025-03-20T21:10:46Z,,0.718,4.0,-5.568,0.039,0.258,0.0,0.101,0.54,119.974,4.0,1.0
Dos Oruguitas,Encanto (Original Motion Picture Soundtrack),Sebastian Yatra,2021-11-19,214613,65,2025-03-20T21:10:46Z,"colombian pop,reggaeton,latin",0.423,0.0,-10.565,0.0454,0.761,0.0,0.0915,0.465,93.788,4.0,1.0
All Of You,Encanto (Original Motion Picture Soundtrack),"Stephanie Beatriz,Olga Merediz,John Leguizamo,Adassa,Maluma,Encanto - Cast",2021-11-19,278440,60,2025-03-20T21:10:46Z,"reggaeton,latin,urbano latino",0.515,11.0,-10.623,0.0494,0.633,0.0,0.107,0.346,114.532,4.0,1.0
¡Hola Casita!,Encanto (Original Motion Picture Soundtrack),Germaine Franco,2021-11-19,46040,51,2025-03-20T21:10:46Z,,0.164,0.0,-11.9,0.0374,0.736,0.758,0.404,0.0599,130.447,5.0,1.0
"Colombia, Mi Encanto",Encanto (Original Motion Picture Soundtrack),Carlos Vives,2021-11-19,175280,59,2025-03-20T21:10:46Z,"colombian pop,vallenato,latin,latin pop",0.718,0.0,-7.567,0.11,0.0223,0.0,0.908,0.814,124.007,4.0,1.0
Die With A Smile,Die With A Smile,"Lady Gaga,Bruno Mars",2024-08-16,251667,100,2025-03-20T21:10:46Z,"art pop,pop",0.521,6.0,-7.777,0.0304,0.308,0.0,0.122,0.535,157.969,3.0,53.0
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,213826,88,2025-03-20T21:10:46Z,,0.612,0.0,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,4.0,2.0
Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-05-11,220734,87,2025-03-20T21:10:46Z,,0.635,5.0,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0,7.0
Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-05-11,217866,84,2025-03-20T21:10:46Z,,0.498,1.0,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,4.0,1.0
Young Girls,Unorthodox Jukebox,Bruno Mars,2012-12-07,228720,67,2025-03-20T21:10:46Z,,0.561,6.0,-4.951,0.032,0.461,1.82e-06,0.205,0.501,125.986,4.0,2.0
24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,83,2025-03-20T21:10:46Z,,0.818,1.0,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,4.0,1.0
Versace on the Floor,24K Magic,Bruno Mars,2016-11-17,261240,78,2025-03-20T21:10:46Z,,0.578,2.0,-6.209,0.0454,0.196,0.0,0.083,0.301,174.152,4.0,1.0
Finesse,24K Magic,Bruno Mars,2016-11-17,191000,71,2025-03-20T21:10:46Z,,0.741,5.0,-5.342,0.0718,0.00781,0.0,0.0232,0.939,104.953,4.0,1.0
Bye Bye Bye,No Strings Attached,*NSYNC,2000-03-21,200560,72,2025-03-20T21:10:46Z,,0.614,8.0,-4.806,0.0516,0.0408,0.00104,0.0845,0.879,172.656,4.0,1.0
Amfibius,Amfibius,"invention_,SCayos,Shireen K",2021-06-04,187107,23,2025-03-20T21:10:46Z,"lo-fi beats,lo-fi,jazz beats",0.405,2.0,-13.238,0.0347,0.479,0.919,0.103,0.0914,75.213,4.0,2.0
MUFFIN,MUFFIN,"BadBoyHalo,CG5,Hyper Potions,Skeppy,CaptainPuffy",2021-10-22,224040,49,2025-03-20T21:10:46Z,"nerdcore,future bass",0.64,6.0,-4.687,0.161,0.154,0.0,0.151,0.713,181.979,4.0,2.0
Mirage,Mirage,"Dreamfield,SUSHI",2024-05-10,145127,36,2025-03-20T21:10:46Z,lo-fi,0.438,0.0,-15.273,0.0267,0.773,0.763,0.106,0.0499,139.987,4.0,4.0
Strength of Nature,Strength of Nature,Juliàn,2024-04-12,174721,31,2025-03-20T21:10:46Z,"lo-fi,lo-fi beats",0.477,2.0,-16.889,0.0295,0.671,0.897,0.326,0.0988,67.057,4.0,1.0
Reprieve,Reprieve,"lil frenchie,Spaniel Mac",2024-01-19,134336,29,2025-03-20T21:10:46Z,"lo-fi beats,lo-fi",0.404,0.0,-22.857,0.0483,0.89,0.909,0.111,0.0702,106.464,4.0,1.0
All I Want (from the Netflix Series Bridgerton),All I Want (from the Netflix Series Bridgerton),Tori Kelly,2024-06-07,184866,54,2025-03-20T21:10:46Z,,0.651,8.0,-4.864,0.0475,0.233,0.0,0.106,0.389,131.777,3.0,7.0
pov,Bridgerton Season Three (Covers from the Netflix Series),Strings From Paris,2024-06-13,207022,55,2025-03-20T21:10:46Z,,0.431,3.0,-7.605,0.0378,0.947,0.606,0.109,0.364,130.791,4.0,6.0
Thunder,Bridgerton Season Three (Covers from the Netflix Series),"Thomas Mercier,Théo Croix",2024-06-13,187142,54,2025-03-20T21:10:46Z,,0.705,0.0,-16.236,0.0509,0.793,0.75,0.258,0.308,84.008,4.0,6.0
You Belong With Me,Bridgerton Season Three (Covers from the Netflix Series),Duomo,2024-06-13,241307,53,2025-03-20T21:10:46Z,,0.578,7.0,-12.142,0.0356,0.72,0.107,0.172,0.33,120.047,4.0,7.0
All I Want,Bridgerton Season Three (Covers from the Netflix Series),Kris Bowers,2024-06-13,187155,52,2025-03-20T21:10:46Z,,0.247,8.0,-15.322,0.0391,0.777,0.783,0.0944,0.505,66.645,3.0,7.0
abcdefu,Bridgerton Season Three (Covers from the Netflix Series),Vitula,2024-06-13,173554,57,2025-03-20T21:10:46Z,,0.479,4.0,-8.775,0.0328,0.522,0.463,0.0688,0.372,119.855,4.0,7.0
Jealous,Jealous,Shimmer,2021-10-22,213722,55,2025-03-20T21:10:46Z,,0.793,11.0,-7.372,0.0383,0.746,0.93,0.0814,0.627,91.976,4.0,15.0
Snow On The Beach,Bridgerton Season Three (Covers from the Netflix Series),Atwood Quartet,2024-06-13,252545,56,2025-03-20T21:10:46Z,,0.69,9.0,-10.992,0.051,0.943,0.095,0.0924,0.463,109.977,4.0,6.0
Wildest Dreams,Bridgerton (Covers from the Netflix Original Series),Duomo,2020-12-25,203293,60,2025-03-20T21:10:46Z,,0.45,8.0,-11.48,0.0374,0.51,0.0711,0.0847,0.311,140.094,4.0,7.0
