Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5rNZsITjXf23iFkRA924FV,"Intro: Singularity","Love Yourself 轉 'Tear'","BTS",2018-05-18,196998,60,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,3
0qsv5I5fEnRoX2Enb3mBNr,"V (Peace) (feat. AKMU)","Zip","Zion.T,AKMU",2023-12-06,148747,50,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-rap,k-ballad,k-pop","THEBLACKLABEL",0.84,0.705,10,-6.79,1,0.0918,0.257,0.000226,0.0669,0.925,160.064,4
5sdQOyqq2IDhvmx2lHOpwd,"Super Shy","NewJeans 'Super Shy'","NewJeans",2023-07-07,154666,78,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","ADOR",0.776,0.817,5,-6.018,0,0.0748,0.18,0.0000344,0.146,0.515,149.921,4
0eFMbKCRw8KByXyWBw8WO7,"Still With You","Still With You","Jung Kook",2020-06-05,239905,77,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.529,0.469,1,-6.967,0,0.0358,0.0899,0.0000153,0.831,0.344,87.864,4
6uTPA1xlcsk6dbchB2dhzl,"Back for More (with Anitta)","Back for More (with Anitta)","TOMORROW X TOGETHER,Anitta",2023-09-15,131037,64,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop,brazilian pop,funk pop,funk carioca,funk,pagode baiano","Republic Records - TXT",0.785,0.897,4,-3.447,0,0.158,0.0452,0,0.222,0.891,115.916,4
0qMNPhpRzbghJy6G3SgRag,"Intro","My Everything (Deluxe)","Ariana Grande",2014-08-22,79840,52,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Universal Records",0.447,0.182,6,-12.439,1,0.0324,0.968,0.0000383,0.327,0.0959,89.601,4
1Rweq7vNjK4kZBbGrmxQsl,"bye","eternal sunshine","Ariana Grande",2024-03-08,164927,76,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.606,0.645,2,-4.835,0,0.0333,0.204,0,0.14,0.453,110.016,4
0o3ua5ufFK7nfRzbDUNoGA,"don't wanna break up again","eternal sunshine","Ariana Grande",2024-03-08,174006,73,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.513,0.73,9,-5.09,0,0.253,0.397,0,0.113,0.574,129.3,5
13jRSCLoWbCoU1XEdJRbgn,"Saturn Returns Interlude","eternal sunshine","Ariana Grande",2024-03-08,42166,65,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.533,0.38,6,-13.588,0,0.107,0.902,0.000281,0.139,0.845,123.316,5
3RwWW7KeVhHGayYJgUL5eZ,"eternal sunshine","eternal sunshine","Ariana Grande",2024-03-08,210200,75,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.654,0.503,9,-7.065,1,0.0982,0.533,0,0.101,0.347,160.011,4
142PiXzA84lmEw2RstFHFa,"supernatural","eternal sunshine","Ariana Grande",2024-03-08,163381,75,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.58,0.714,8,-6.924,1,0.117,0.0969,0,0.16,0.522,76.496,4
14kyXBpg91RVq8bNRDS1q2,"true story","eternal sunshine","Ariana Grande",2024-03-08,163278,70,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.698,0.53,9,-6.136,0,0.086,0.468,0.0000076,0.313,0.423,137.954,4
0Lmbke3KNVFXtoH2mMSHCw,"the boy is mine","eternal sunshine","Ariana Grande",2024-03-08,173639,82,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.795,0.63,7,-5.854,0,0.0434,0.157,0,0.0732,0.447,97.998,4
4a36YVsOgjFDU38dVBT8If,"2nd prettiest girl (in the world)","girlfriend material","Lauran Hibberd",2024-03-22,168016,18,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Virgin Music",0.559,0.801,0,-4.595,1,0.0611,0.00873,0,0.148,0.748,180.021,4
46upLPyvXHEh4n3Ernt4U6,"boy i'd like to kill","boy i'd like to kill","sad alex",2024-02-16,147023,18,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","happy later",0.638,0.634,8,-5.887,1,0.362,0.08,0.000359,0.385,0.378,114.185,4
4WHGwyIMlHJeJggdfKb6XF,"The Things I Do For Love","The Things I Do For Love","bludnymph",2024-01-10,160588,42,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Artist Partner Group",0.75,0.761,1,-4.415,0,0.111,0.229,0,0.454,0.768,136.001,4
7MKlj3JF81xWi7Mvz6ZLEZ,"Should We","Razzle","Emi Jeen",2024-04-08,153731,26,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","HigherLVL",0.634,0.594,0,-5.936,1,0.173,0.0241,0,0.279,0.372,63.592,4
0eqarBH40z9GUTRQXfv68E,"Bad Bitch (ft. Sage Charmaine)","Bad Bitch (ft. Sage Charmaine)","Stileto,Sage Charmaine",2023-11-30,114558,43,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","CloudKid",0.561,0.418,5,-5.194,1,0.0434,0.0961,0.00000824,0.0679,0.53,145.233,4
3jPN84upE3Hm24bQSHSROa,"Pink Noise","Baby Teeth","Zoe Ko",2023-11-03,139773,31,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Big Loud",0.66,0.564,5,-6.696,0,0.251,0.152,0.0000108,0.193,0.795,180.078,4
54e5TMAW0lAjE46xUUx68W,"SPOOKED","SPOOKED","XTINA GG",2023-10-27,152129,34,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","1916 Records",0.47,0.637,11,-9.538,0,0.262,0.0368,0,0.54,0.507,154.489,4
3qkKAfqOn7laGPeVicY1bX,"Masterpiece","Masterpiece","Cloudy June",2021-07-30,174847,48,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Wilderness Rec.",0.501,0.723,4,-6.232,0,0.0859,0.277,0,0.325,0.477,79.929,4
3uRLwBjI2TahxslcMTvpFs,"DNA","Love Yourself 承 'Her'","BTS",2017-09-18,223122,70,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.599,0.775,1,-4.018,0,0.0543,0.0217,0,0.0678,0.696,129.817,4
6Rx0ORYPP3GH9rTvGS5Vy8,"CALL ME BABY","EXODUS - The 2nd Album","EXO",2015-03-30,211013,64,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","SM Entertainment",0.692,0.886,1,-2.519,1,0.0519,0.284,0,0.341,0.879,100.03,4
7GbUWl6qLW1gdngbEV2WDJ,"Monster","EX'ACT","EXO",2016-06-09,221341,64,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","SM Entertainment",0.618,0.76,6,-4.312,1,0.0596,0.0066,0,0.127,0.541,150,4
1117juaaAkSIUsQxTmmcKM,"Pretty U","SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’]","SEVENTEEN",2016-04-25,207299,64,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","PLEDIS ENTERTAINMENT",0.642,0.931,8,-2.82,1,0.163,0.0173,0,0.0815,0.884,155.088,4
4JzCFEc3O2UEdjKzevvFH5,"For Youth","Proof","BTS",2022-06-10,264480,64,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.633,0.511,2,-5.665,1,0.0368,0.434,0,0.248,0.29,116.855,3
1kFevEv3s7Gf6o5xSDR5DL,"LOVE ME RIGHT","LOVE ME RIGHT - The 2nd Album Repackage","EXO",2015-06-03,205128,63,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","SM Entertainment",0.625,0.83,0,-2.33,1,0.0764,0.00266,0,0.188,0.757,110.04,4
0ATIeBo4fQnecpNzm3CUFm,"UNLOVE (prod. HONNE)","Zip","Zion.T",2023-12-06,180044,50,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-rap,k-ballad","THEBLACKLABEL",0.92,0.427,8,-8.419,1,0.057,0.169,0.285,0.107,0.917,106.976,4
6ZITsss1URNOIKhniylpBP,"Converse High","The Most Beautiful Moment in Life Pt.1","BTS",2015-04-29,209715,60,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.724,0.793,1,-3.982,1,0.0895,0.0597,0,0.201,0.817,98.003,4
7jPCPDYoiaKeK7cgNGpIzq,"Dope","The Most Beautiful Moment in Life Pt.1","BTS",2015-04-29,240020,67,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.595,0.89,10,-3.109,0,0.245,0.0486,0,0.32,0.62,154.071,4
4sRQg2aoec0VIvQ7GZPGMy,"The Boys","The Boys - The 3rd Album","Girls' Generation",2011-10-19,228880,59,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","SM Entertainment",0.885,0.937,1,-0.678,0,0.0898,0.142,0,0.103,0.878,114.974,4
59JkwCdGIMTZYb0j75vebU,"Bubble Pop!","Bubble Pop!","HyunA",2011-07-05,212244,52,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","CUBE Entertainment",0.84,0.871,10,-4.662,0,0.0639,0.0842,0.00392,0.285,0.767,146.005,4
2RKgRT8O8K3DXfsGfnbNWx,"Volume Up","Volume Up","4Minute",2012-04-09,230008,45,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","CUBE ENTERTAINMENT",0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,4
2u54HNQamwFuOMLSuhSRom,"Blood Sweat & Tears","Wings","BTS",2016-10-10,217051,72,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.584,0.885,0,-3.571,0,0.104,0.0244,0,0.357,0.605,92.9,4
1HsSIPLTQT354yJcQGfEY3,"Good Boy Gone Bad","minisode 2: Thursday's Child","TOMORROW X TOGETHER",2022-05-09,191038,66,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","Republic Records - TXT",0.475,0.695,1,-5.919,1,0.102,0.0159,0,0.125,0.552,100.009,4
1Rrj7KyS2R6SP9CQMDJW1w,"VERY NICE","Love&Letter repackage album","SEVENTEEN",2016-07-04,192092,68,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","PLEDIS ENTERTAINMENT",0.746,0.898,3,-2.818,0,0.0725,0.0526,0,0.0858,0.879,121.967,4
6Yj8kVuVR3UPxx9r5eFEoV,"Miniskirt","MINISKIRT","AOA",2014-01-16,179808,70,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","FNC ENTERTAINMENT",0.758,0.858,5,-2.502,1,0.0464,0.43,0,0.201,0.963,119.992,4
06KYwRJKN3IKOKzaWuP3ea,"PLAYBOY","EXODUS - The 2nd Album","EXO",2015-03-30,212132,51,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","SM Entertainment",0.529,0.722,1,-4.815,0,0.0814,0.213,0,0.102,0.666,79.951,4
5D34wRmbFS29AjtTOP2QJe,"yes, and?","eternal sunshine","Ariana Grande",2024-03-08,214994,77,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.787,0.775,1,-6.614,1,0.0548,0.19,0.0000654,0.113,0.787,118.998,4
2TJYfqZ24XmBt3lKsfQj4N,"we can't be friends (wait for your love) – string version","we can't be friends (wait for your love)","Ariana Grande",2024-03-08,222442,62,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.582,0.285,5,-8.632,1,0.0352,0.855,0,0.0797,0.362,115.857,4
5cQX9BexkPIEESTZijJhXg,"i wish i hated you","eternal sunshine","Ariana Grande",2024-03-08,153633,71,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.561,0.244,7,-9.152,1,0.0328,0.837,0,0.111,0.278,65.418,4
6XXKB32Om6WuXg3uEWwTob,"imperfect for you","eternal sunshine","Ariana Grande",2024-03-08,182566,71,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.624,0.38,4,-7.426,1,0.0301,0.496,0,0.437,0.251,150.14,3
4mHM5d2fK3n8xgymjf92w2,"ordinary things (feat. Nonna)","eternal sunshine","Ariana Grande,Nonna",2024-03-08,168500,66,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"pop","Republic Records",0.702,0.552,6,-8.261,1,0.0647,0.729,0,0.332,0.296,114.991,4
0kn2gu8Pd03DiYHzRvX2Xk,"Wish You Were Sober","Kid Krow","Conan Gray",2020-03-20,168880,70,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Republic Records",0.701,0.728,2,-5.226,1,0.0468,0.0178,0,0.17,0.696,91.071,4
3hxIUxnT27p5WcmjGUXNwx,"Shut up My Moms Calling","Shut up My Moms Calling","Hotel Ugly",2020-02-10,164571,85,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Hotel Ugly, under exclusive license to Amuseio AB",0.485,0.409,9,-10.711,0,0.101,0.325,0,0.103,0.376,138.419,4
3rUGC1vUpkDG9CZFHMur1t,"greedy","greedy","Tate McRae",2023-09-15,131872,87,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","RCA Records Label",0.749,0.729,6,-3.19,0,0.0321,0.261,0,0.113,0.816,111.004,1
5JCoSi02qi3jJeHdZXMmR8,"favorite crime","SOUR","Olivia Rodrigo",2021-05-21,152666,82,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Olivia Rodrigo PS",0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,4
0KKkJNfGyhkQ5aFogxQAPU,"That's What I Like","24K Magic","Bruno Mars",2016-11-17,206693,89,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Atlantic Records",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
2eAvDnpXP5W0cVtiI0PUxV,"Dandelions","Safe Haven","Ruth B.",2017-05-05,233720,86,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Columbia",0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,3
1QoyuMHNBe7lg3YW4Qtll4,"St. Chroma (feat. Daniel Caesar)","CHROMAKOPIA","Tyler, The Creator,Daniel Caesar",2024-10-28,197019,83,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Columbia",0.576,0.884,0,-5.058,1,0.555,0.357,0,0.368,0.373,150.45,4
0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy","SOUR","Olivia Rodrigo",2021-05-21,173160,80,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Olivia Rodrigo PS",0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,4
5UXJzLFdBn6u9FJTCnoHrH,"Memories","Superache","Conan Gray",2022-06-24,248818,79,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Republic Records",0.34,0.684,11,-6.306,1,0.044,0.00979,0,0.348,0.556,112.969,4
1ZPeaPDjQOOC8hw1mNjyjF,"Pied Piper","Love Yourself 承 'Her'","BTS",2017-09-18,245620,71,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.583,0.712,2,-4.942,0,0.0326,0.2,0,0.268,0.778,94.051,4
6Yc3tjFCVR2bfAQFRTZBef,"HOME","MAP OF THE SOUL : PERSONA","BTS",2019-04-12,234177,67,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","BIGHIT MUSIC",0.633,0.799,7,-4.625,0,0.0427,0.0144,0,0.194,0.534,142.991,4
32FhTAAjKZaBein150o3Px,"because i liked a boy","emails i can't send","Sabrina Carpenter",2022-07-15,196458,81,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Island Records",0.386,0.592,11,-7.299,1,0.374,0.363,0,0.117,0.161,146.879,4
2PWTZV5znjLtZC5T1EVJvL,"this is what falling in love feels like","this is what ____ feels like (Vol. 1-4)","JVKE",2022-09-23,120308,75,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","JVKE",0.422,0.44,11,-5.53,1,0.0544,0.617,0,0.0837,0.332,128.934,5
1xK59OXxi2TAAAbmZK0kBL,"Romantic Homicide","Romantic Homicide","d4vd",2022-07-20,132630,85,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Darkroom/Interscope Records",0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,4
5CZ40GBx1sQ9agT82CLQCT,"traitor","SOUR","Olivia Rodrigo",2021-05-21,229226,86,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Olivia Rodrigo PS",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
6tDDoYIxWvMLTdKpjFkc1B,"telepatía","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,160191,82,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","EMI / Interscope",0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,4
1dGr1c8CrMLDpV6mPbImSI,"Lover","Lover","Taylor Swift",2019-08-23,221306,84,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Taylor Swift",0.359,0.543,7,-7.582,1,0.0919,0.492,0.0000158,0.118,0.453,68.534,4
6KfoDhO4XUWSbnyKjNp9c4,"Maniac","Kid Krow","Conan Gray",2020-03-20,185773,76,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Republic Records",0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,4
0GLEKwNRP5cW30x0WTNfoX,"Heaven","Heaven","CARYS",2023-12-01,145154,17,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","CARYS",0.797,0.423,11,-7.815,0,0.0432,0.458,0.00000157,0.231,0.631,95.986,4
3Ia7Mv0MtknWK7W8WmPKxF,"the girl (that you can't get over)","inhale - the complete story","Lili-Ann De Francesco",2023-12-21,167533,18,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Universal Music Canada",0.411,0.539,11,-7.446,1,0.057,0.301,0,0.105,0.222,179.017,4
4SGEMgo0dBDqAznK9Q0CtL,"Boy in the Back","Boy in the Back","SKYLAR",2024-01-19,151847,34,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Polydor Records",0.619,0.815,9,-4.76,1,0.0362,0.00496,0,0.344,0.507,97.993,4
5mA31PQHLnzFkDR8Nnyj5O,"boys beware","teenage nightmare","Mad Tsai",2024-10-10,133887,53,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Mad Tsai",0.783,0.542,10,-7.74,0,0.051,0.025,0,0.17,0.775,110.047,4
124MUbhjtneYWTOaVvkLJx,"hide n seek","luna park","Ethan Bortnick",2024-02-16,176146,54,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Columbia",0.622,0.896,2,-3.324,0,0.0382,0.0656,0.000789,0.332,0.483,89.993,4
0G5VxInG6PoZuSnBisMXei,"STEPHEN KING","Wasting My Nights","anaïs",2024-02-02,179960,27,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","anaïs",0.682,0.676,11,-5.613,0,0.0725,0.0652,0,0.201,0.406,121.938,4
2SSnrpEz16w4bvdLqcG2Ze,"Why Am I Like This?","This World Fucking Sucks","Cassyette",2024-08-23,146080,31,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","23 Recordings",0.538,0.673,0,-4.138,1,0.0319,0.0132,0.0000178,0.116,0.39,82.425,4
2acHrUHMz6cl6CefAW9ayo,"Retail Therapy","Crazy Woman","Cloudy June",2024-11-01,149625,28,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Columbia/IRRSINN Aufnahmen",0.681,0.48,11,-9.835,0,0.0551,0.0547,0.00000109,0.135,0.461,130.007,4
05e1CoIPmXLy6aPBotZlTZ,"Self Destruction Mode","Self Destruction Mode","The Chainsmokers,bludnymph",2023-06-02,147836,49,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Disruptor Records/Columbia",0.623,0.633,9,-6.15,0,0.0653,0.161,0,0.214,0.549,160.045,4
2YdDd0WUsWLWZq0Puz0Ypo,"Alien","Alien","Nico & Chelsea,Nico Collins,Chelsea Collins",2023-12-22,193275,37,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"nightcore","Underdog Records",0.507,0.67,7,-4.963,1,0.0299,0.0284,0,0.424,0.436,89.982,4
0ikz6tENMONtK6qGkOrU3c,"Wake Me Up Before You Go-Go","Make It Big","Wham!",1984-10-23,231333,79,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"christmas","Columbia",0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,4
7snQQk1zcKl8gZ92AnueZW,"Sweet Child O' Mine","Appetite For Destruction","Guns N' Roses",1987-07-21,356066,86,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"rock,glam metal,hard rock,classic rock","Guns N Roses P&D",0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,4
0obBFrPYkSoBJbvHfUIhkv,"Sexy And I Know It","Sorry For Party Rocking (Deluxe Version)","LMFAO",2011-01-01,199480,64,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"","Will I Am / A&M",0.708,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.043,4
6S5QQ4byCmcm7OcgG3vsyZ,"Now","Chemistry","Trouble Maker",2013-10-28,218697,49,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"k-pop","CUBE ENTERTAINMENT",0.694,0.9,2,-3.31,0,0.0393,0.39,0.00000481,0.27,0.6,117.94,4
00ncI3fW2eMYXZdA27fUMY,"FREEDOM","BLUE ENCOUNT HALL TOUR 2019 apartment of SICK(S) SET LIST","BLUE ENCOUNT",2019-07-17,239893,42,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.484,0.94,7,-4.013,1,0.069,0.000262,0,0.285,0.241,102.034,4
0r2PAeROizyyoFMpu0fvwI,"Prayer X","Sympa","King Gnu",2019-01-16,195226,56,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"j-pop,anime,j-rock","Sony Music Labels Inc.",0.528,0.752,11,-6.006,1,0.28,0.419,0,0.181,0.542,174.112,4
6y4GYuZszeXNOXuBFsJlos,"Kaikai Kitan","Kaikai Kitan / Ao No Waltz","Eve",2020-12-23,221426,72,l3jqesl78ql7blc0lmkq6j85d,2025-03-20T21:10:44Z,"anime,j-pop,j-rock,vocaloid,japanese indie","TOY'S FACTORY",0.584,0.911,5,-3.515,0,0.09,0.0119,0,0.119,0.606,92.502,4
