Track Name,Album Name,Artist Name(s),Added At,Genres,Duration (ms),Popularity,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age,Play Count
Tinder Song,Tinder Song,Victor Internet,2025-03-21T00:00:32Z,bedroom pop,120375,45,0.619,11,-7.327,0.0238,0.51,2.54e-05,0.0958,0.554,79.983,4,7.260780287474333,2
hello!,"oh, how perfect",ROLE MODEL,2025-03-21T00:00:32Z,bedroom pop,188546,55,0.791,10,-4.023,0.0383,0.505,0,0.0991,0.556,125.913,4,5.368925393566051,2
Drew Barrymore,Ctrl,SZA,2025-03-21T00:00:32Z,r&b,231400,74,0.577,0,-5.538,0.0429,0.491,0,0.147,0.29,134.93,4,7.797399041752224,2
honey,Wachito Rico,boy pablo,2025-03-21T00:00:32Z,bedroom pop,254885,53,0.656,0,-10.161,0.0339,0.304,0.074,0.135,0.715,144.036,4,4.424366872005476,4
80's makeout session,80's makeout session,dacelynn,2025-03-21T00:00:32Z,bedroom pop,102468,50,0.758,0,-11.169,0.0745,0.634,0,0.272,0.289,96,4,5.675564681724846,2
You Were in My Dream Last Night,You Were In My Dream Last Night,Babygirl,2025-03-21T00:00:32Z,indie pop,241133,36,0.749,8,-8.26,0.0289,0.287,0.0533,0.107,0.651,116.996,4,4.098562628336755,2
Pretty Girl,Pretty Girl,Clairo,2025-03-21T00:00:32Z,bedroom pop,178352,74,0.93,0,-4.406,0.0415,0.593,0.00124,0.0592,0.695,112.127,4,7.644079397672827,2
Loverboy,Helios,A-Wall,2025-03-21T00:00:32Z,bedroom pop,224520,69,0.602,0,-9.989,0.032,0.638,0.0392,0.0907,0.502,120.051,4,3.5811088295687883,1
Can I Call You Tonight?,Fuzzybrain,Dayglow,2025-03-21T00:00:32Z,indie rock,278769,75,0.641,9,-7.27,0.0292,0.134,0.911,0.419,0.499,129.978,4,5.366187542778919,5
Flaming Hot Cheetos,Flaming Hot Cheetos,Clairo,2025-03-21T00:00:32Z,bedroom pop,123884,74,0.817,7,-9.33,0.133,0.865,0.000151,0.101,0.142,109.966,4,7.783709787816564,1
It's Not The Same Anymore,Pony,Rex Orange County,2025-03-21T00:00:32Z,bedroom pop,386200,61,0.666,5,-10.644,0.0327,0.873,3.74e-05,0.111,0.359,117.676,4,5.420944558521561,3
Again,Loveseat,Still Woozy,2025-03-21T00:00:32Z,bedroom pop,173447,56,0.671,6,-7.969,0.0273,0.25,9.41e-05,0.427,0.792,89.968,4,0.7446954140999316,8
You Stupid Bitch,if i could make it go quiet,girl in red,2025-03-21T00:00:32Z,bedroom pop,195951,60,0.521,11,-5.661,0.053,0.00721,0.00119,0.272,0.764,149.006,4,3.906913073237509,2
Sweet Tooth,Sweet Tooth,MyKey,2025-03-21T00:00:32Z,bedroom pop,133050,26,0.652,5,-9.153,0.0559,0.409,0.00528,0.234,0.534,117.404,4,4.136892539356605,1
Falling for the Wrong One,"Love, Nostalgia",Dreamer Boy,2025-03-21T00:00:32Z,bedroom pop,251642,40,0.665,7,-8.266,0.0268,0.0273,0.0207,0.317,0.461,118.968,4,6.368240930869268,2
at least i'm pretty,at least i'm pretty,Harriette,2025-03-21T00:00:32Z,bedroom pop,106800,52,0.86,1,-9.785,0.0296,0.541,0.00449,0.139,0.523,99.958,4,3.9370294318959616,2
Motocross,Apocalypse Wow,Huron John,2025-03-21T00:00:32Z,bedroom pop,232004,35,0.496,11,-8.079,0.0393,0.16,0,0.154,0.386,176.83,3,4.928131416837783,2
leading me on but i'm not mad about it,leading me on but i'm not mad about it,remy,2025-03-21T00:00:32Z,bedroom pop,174030,39,0.826,1,-7.491,0.0409,0.334,0.00338,0.112,0.484,98.01,4,4.826830937713894,1
Green Green Dress,"tick, tick...BOOM! (Original Off-Broadway Cast Recording)","Raúl Esparza,Amy Spanger",2025-03-21T00:00:32Z,musicals,142640,27,0.662,3,-7.863,0.0607,0.42,0,0.165,0.79,150.521,4,23.540041067761805,19
Sugar,"tick, tick...BOOM! (Original Off-Broadway Cast Recording)","Raúl Esparza,Amy Spanger,Jerry Dixon",2025-03-21T00:00:32Z,musicals,130333,22,0.614,0,-5.485,0.0464,0.375,0,0.138,0.95,149.816,4,23.540041067761805,37
Come to Your Senses,"tick, tick...BOOM! (Original Off-Broadway Cast Recording)",Amy Spanger,2025-03-21T00:00:32Z,musicals,265800,27,0.514,10,-8.655,0.0329,0.795,0,0.162,0.126,96.172,4,23.540041067761805,131
Why,"tick, tick...BOOM! (Original Off-Broadway Cast Recording)",Raúl Esparza,2025-03-21T00:00:32Z,musicals,329306,25,0.374,3,-12.355,0.0412,0.937,3.29e-06,0.194,0.265,94.492,3,23.540041067761805,14
I'll Be Home For Christmas,A Pentatonix Christmas Deluxe,Pentatonix,2025-03-21T00:00:32Z,christmas,207560,41,0.602,8,-6.907,0.0308,0.103,0,0.119,0.487,112.979,3,7.304585900068446,2
What Christmas Means To Me,Christmas Is Here!,Pentatonix,2025-03-21T00:00:32Z,christmas,174613,35,0.437,11,-6.017,0.0388,0.0399,0,0.22,0.793,86.256,4,6.436687200547571,5
Rockin' Robin,Rockin' With Robin,Bobby Day,2025-03-21T00:00:32Z,doo-wop,160080,58,0.541,7,-13.083,0.106,0.298,0,0.234,0.938,171.992,4,66.23408624,2
Blue Christmas,Elvis' Christmas Album,Elvis Presley,2025-03-21T00:00:32Z,"rockabilly,rock and roll",129173,64,0.465,4,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518,4,67.44695414099931,4
Santa Claus Is Coming To Town,Christmas Album,The Jackson 5,2025-03-21T00:00:32Z,"motown,christmas",144013,57,0.692,0,-4.867,0.0342,0.424,1.29e-05,0.181,0.961,146.674,4,54.4476386,2
Home,It's Time,Michael Bublé,2025-03-21T00:00:32Z,christmas,225906,63,0.608,7,-9.207,0.0306,0.844,1.87e-05,0.112,0.349,127.631,4,20.13141683778234,3
Santa Bring My Baby Back (To Me),Elvis' Christmas Album,Elvis Presley,2025-03-21T00:00:32Z,"rockabilly,rock and roll",113333,48,0.618,0,-13.504,0.0474,0.797,0.000524,0.138,0.961,94.338,4,67.44695414099931,3
Rockin' Around The Christmas Tree,Merry Christmas From Brenda Lee,Brenda Lee,2025-03-21T00:00:32Z,christmas,126266,72,0.598,8,-8.744,0.0496,0.617,0,0.505,0.879,67.086,4,60.43531828,12
Last Christmas,Christmas Kisses,Ariana Grande,2025-03-21T00:00:32Z,pop,203653,60,0.504,2,-2.763,0.0391,0.125,0,0.109,0.789,205.945,4,12.232717316906228,9
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis' Christmas Album,Elvis Presley,2025-03-21T00:00:32Z,"rockabilly,rock and roll",115826,58,0.575,2,-16.982,0.0422,0.968,0.0178,0.105,0.829,79.576,4,67.44695414099931,2
"You're A Mean One, Mr. Grinch",How The Grinch Stole Christmas,Thurl Ravenscroft,2025-03-21T00:00:32Z,christmas,176333,52,0.559,2,-14.107,0.111,0.898,0,0.124,0.684,103.786,4,58.27241615331965,4
It's the Most Wonderful Time of the Year,The Andy Williams Christmas Album,Andy Williams,2025-03-21T00:00:32Z,"christmas,adult standards",151933,67,0.24,7,-8.435,0.0369,0.766,0,0.117,0.776,201.629,3,61.33880903,1
It's Beginning to Look a Lot like Christmas,Christmas (Deluxe Special Edition),Michael Bublé,2025-03-21T00:00:32Z,christmas,206639,65,0.339,4,-11.714,0.0375,0.908,7.47e-06,0.341,0.363,94.775,3,12.37782340862423,2
Dragon Blood,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,113000,16,0.743,8,-11.655,0.061,0.927,0.909,0.0858,0.751,88.069,4,6.499657768651608,2
FREEDOM,BLUE ENCOUNT HALL TOUR 2019 apartment of SICK(S) SET LIST,BLUE ENCOUNT,2025-03-21T00:00:32Z,"anime,j-rock,j-pop",239893,42,0.484,7,-4.013,0.069,0.000262,0,0.285,0.241,102.034,4,5.694729637,1
found & lost,s p a c e [ s ],Survive Said The Prophet,2025-03-21T00:00:32Z,"anime,j-rock",188960,51,0.547,1,-3.71,0.0783,0.000133,0.000303,0.343,0.382,104.086,4,6.499657768651608,207
Hometown,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,150506,25,0.506,2,-19.83,0.0494,0.895,0.904,0.0949,0.404,119.971,4,6.499657768651608,3
Eiji,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,201933,33,0.607,2,-8.169,0.0254,0.00773,0.912,0.107,0.655,98.944,4,6.499657768651608,3
Prayer,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,154600,27,0.573,11,-13.942,0.0331,0.473,0.938,0.292,0.453,119.012,3,6.499657768651608,1
BANANA FISH,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,195333,25,0.684,9,-8.528,0.043,0.00308,0.676,0.111,0.108,120.006,4,6.499657768651608,3
Leaper,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,190906,30,0.655,0,-5.368,0.0327,1.91e-05,0.941,0.123,0.562,120.02,4,6.499657768651608,5
Los Angeles,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,43493,14,0.775,6,-9.355,0.0744,3.15e-05,0.874,0.0642,0.902,119.982,4,6.499657768651608,2
Yut Lung,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,133693,18,0.198,2,-15.814,0.0381,0.218,0.919,0.337,0.144,78.885,4,6.499657768651608,4
Papa & Cat,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,199306,18,0.716,2,-8.422,0.0326,0.462,0.905,0.252,0.662,120.014,3,6.499657768651608,6
New York,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,106293,19,0.797,5,-9.981,0.0489,0.114,0.938,0.0661,0.763,108.976,4,6.499657768651608,3
Shorter to Sing,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,236240,14,0.676,6,-14.154,0.0524,0.396,0.914,0.298,0.142,110.998,4,6.499657768651608,2
Blue Bird,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,144893,47,0.673,8,-25.17,0.0859,0.995,0.968,0.108,0.451,86.796,4,6.499657768651608,4
Sins Fate,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,244600,17,0.093,7,-13.504,0.0367,0.771,0.735,0.103,0.0331,79.35,3,6.499657768651608,2
Tears of the Lynx,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,179626,38,0.715,9,-16.12,0.0505,0.685,0.00362,0.0624,0.12,122.939,4,6.499657768651608,6
Cops,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,161466,15,0.493,1,-15.235,0.0867,0.723,0.793,0.125,0.406,113.014,4,6.499657768651608,2
Death Invitation,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,176533,14,0.49,4,-16.367,0.098,0.433,0.904,0.0712,0.38,83.076,4,6.499657768651608,1
RED,RED,Survive Said The Prophet,2025-03-21T00:00:32Z,"anime,j-rock",253893,47,0.449,5,-4.592,0.0351,0.0165,0,0.302,0.423,107.997,4,6.288843258042436,1
Him and Hym,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,140200,36,0.71,2,-18.804,0.0885,0.995,0.968,0.0872,0.147,74.946,4,6.499657768651608,2
The Last Waltz,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,130226,38,0.319,0,-22.346,0.0447,0.965,0.925,0.113,0.0378,168.785,3,6.499657768651608,2
Aslan,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,224840,32,0.539,0,-15.077,0.0267,0.939,0.886,0.113,0.274,139.966,4,6.499657768651608,2
Dino,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,163440,21,0.637,8,-10.736,0.204,0.501,0.955,0.0522,0.418,135.04,3,6.499657768651608,1
Leaper,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,190906,30,0.655,0,-5.368,0.0327,1.91e-05,0.941,0.123,0.562,120.02,4,6.499657768651608,5
Resistance,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,98666,21,0.47,7,-22.736,0.0906,0.994,0.939,0.143,0.177,159.787,4,6.499657768651608,2
Trigger,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,156200,20,0.72,0,-11.156,0.0435,0.266,0.913,0.122,0.0547,110.041,4,6.499657768651608,2
Moment,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,183133,21,0.754,0,-11.994,0.0625,0.0991,0.824,0.117,0.506,133.959,4,6.499657768651608,2
Chinatown,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,217506,19,0.565,1,-10.826,0.08,0.382,0.872,0.039,0.765,179.981,3,6.499657768651608,2
Buddy,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,86773,19,0.407,10,-20.122,0.0541,0.979,0.876,0.111,0.387,103.966,4,6.499657768651608,2
Sayonara,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),BANANA FISH,2025-03-21T00:00:32Z,anime,191893,17,0.831,8,-10.112,0.0867,0.234,0.905,0.0839,0.854,145.972,4,6.499657768651608,2
シルシ,Launcher,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",288253,51,0.552,8,-4.117,0.0536,0.46,0,0.0941,0.472,145.991,4,10.064339493497604,2
明け星,LANDER,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",267346,54,0.363,1,-3.477,0.0498,0.000255,1.5e-06,0.361,0.229,95.017,4,2.360027378507872,6
ラブ・ドラマティック,ラブ・ドラマティック,"Masayuki Suzuki,伊原六花",2025-03-21T00:00:32Z,"anime,j-pop,kayokyoku,city pop",263613,53,0.71,9,-5.309,0.0343,0.364,0,0.354,0.789,129.039,4,6.078028747433265,1
センチメンタルクライシス,Assortrip,halca,2025-03-21T00:00:32Z,"anime,j-pop",243960,49,0.409,7,-2.535,0.105,0.0107,0.0018,0.127,0.577,167.127,4,7.233401779603011,109
Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),Chikatto Chika Chikattsu (From Kaguya-sama: Love Is War),"Akano,Jonatan King",2025-03-21T00:00:32Z,anime,95140,23,0.755,11,-6.384,0.244,0.193,1.68e-06,0.118,0.32,178.002,4,5.6591375770020536,82
風に吹かれて,ハルカカナタヘ,福原 遥,2025-03-21T00:00:32Z,anime,272826,39,0.388,3,-3.724,0.0334,0.291,0,0.063,0.401,179.933,4,2.800821355,12
ないものねだり,僕がCDを出したら,KANA-BOON,2025-03-21T00:00:32Z,"anime,j-rock,j-pop",262693,58,0.471,6,-3.783,0.102,0.0002,0.00308,0.0974,0.529,174.85,4,11.92334018,7
Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Akano,2025-03-21T00:00:32Z,anime,328548,61,0.422,2,-8.941,0.0324,0.588,2.9e-06,0.097,0.159,151.846,4,5.519507186858316,4
From the Edge (From Demon Slayer: Kimetsu no Yaiba),From the Edge (From Demon Slayer: Kimetsu no Yaiba),Akano,2025-03-21T00:00:32Z,anime,88989,32,0.577,8,-9.429,0.0835,0.041,0,0.242,0.131,161.912,4,5.848049281314168,1
Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version],Akano,2025-03-21T00:00:32Z,anime,328548,61,0.422,2,-8.941,0.0324,0.588,2.9e-06,0.097,0.159,151.846,4,5.519507186858316,4
残響散歌,残響散歌,Aimer,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",184893,67,0.367,11,-4.002,0.091,0.000627,0,0.207,0.38,170.863,4,3.3045859000684463,185
白銀,白銀,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",264666,43,0.485,11,-3.326,0.0489,0.00277,1.16e-06,0.373,0.282,142.983,4,3.362080767,6
Rengoku Theme,鬼滅の刃 EP,A Samurai In Tokyo,2025-03-21T00:00:32Z,anime,109523,38,0.725,4,-12.432,0.038,0.759,0.821,0.186,0.298,126.008,4,2.078028747433265,9
KokodeIkiteru,KokodeIkiteru,"MARY,jon-YAKITORY",2025-03-21T00:00:32Z,"vocaloid,j-pop,anime",202662,43,0.352,8,-4.367,0.0514,0.0252,0.00119,0.19,0.518,94.23,4,3.6386036960985626,1
unravel,Fantastic Magic,TK from Ling tosite sigure,2025-03-21T00:00:32Z,"anime,j-rock,j-pop",238360,71,0.508,7,-2.755,0.0862,0.0495,0,0.0984,0.332,135.014,4,10.581793292265573,1
Dream lantern,Your Name.,RADWIMPS,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",131666,64,0.206,8,-5.751,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,3,8.588637919233403,3
Snow Fairy,Tv Anime Fairy Tail Op & Ed Theme Songs Vol. 1,FUNKIST,2025-03-21T00:00:32Z,anime,216626,55,0.418,1,-4.211,0.0473,0.000232,0,0.161,0.561,105.983,4,13.609856262833675,3
往け,往け,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",228266,49,0.56,1,-2.579,0.162,0.135,0,0.162,0.689,89.872,4,3.446954140999316,4
火炎,火炎(Full Edition),QUEEN BEE,2025-03-21T00:00:32Z,"anime,j-rock,j-pop",215973,59,0.52,11,-4.874,0.18,0.034,2.13e-05,0.33,0.604,169.839,4,6.154688569472964,5
インスタントヘヴン,フライングベスト〜知らないの？巷で噂のダメ天使〜,"NANAOAKARI,Eve",2025-03-21T00:00:32Z,"vocaloid,j-pop,anime,j-rock,japanese indie",230000,42,0.552,1,-3.868,0.163,0.00733,6.55e-05,0.268,0.658,184.971,4,6.483230663928816,3
Brave Shine,DAWN,Aimer,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",233493,60,0.38,8,-5.911,0.0801,0.00272,2.07e-06,0.152,0.514,171.083,4,9.661875427789186,6
スタンドバイミー,The GARDEN,the peggies,2025-03-21T00:00:32Z,"anime,j-rock,j-pop,japanese indie",278493,41,0.402,0,-2.344,0.0574,0.0151,0,0.253,0.481,170.949,4,3.433264887063655,8
unlasting,LEO-NiNE,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",296813,56,0.637,7,-5.893,0.0302,0.53,0,0.0977,0.343,113.256,4,4.4490075290896645,19
オレンジ,アニップス,7!!,2025-03-21T00:00:32Z,"anime,j-pop",350200,61,0.348,7,-4.844,0.0324,0.171,0,0.116,0.3,171.637,4,9.048596851471595,2
crossing field,LANDSPACE,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",248946,68,0.45,5,-2.246,0.282,0.0186,0,0.265,0.314,179.041,4,11.405886379192332,91
Life is サイダー,Life is サイダー,アネモネリア,2025-03-21T00:00:32Z,anime,242827,30,0.746,1,-2.956,0.0436,0.0637,0.00423,0.322,0.735,105,4,4.164271047227926,2
ANIMA,unknown,ReoNa,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",269120,58,0.455,1,-4.503,0.141,0.000732,0,0.249,0.498,96.513,4,4.468172484599589,6
the WORLD,the WORLD Ruler,Nightmare,2025-03-21T00:00:32Z,"visual kei,anime,j-rock",233200,63,0.425,11,-3.318,0.0381,0.000226,1.5e-05,0.265,0.81,94.751,4,18.07529089664613,6
from the edge,PARADE,"FictionJunction,LiSA",2025-03-21T00:00:32Z,"anime,j-pop,j-rock",280933,51,0.35,1,-3.762,0.111,0.00931,0,0.129,0.151,162.032,4,1.938398357289528,3
veil,porte,須田景凪,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",209636,58,0.559,0,-4.401,0.0543,0.0281,0,0.185,0.797,150.055,4,5.598904859685147,6
play the world!,LEO-NiNE,"LiSA,PABLO",2025-03-21T00:00:32Z,"anime,j-pop,j-rock",258959,35,0.619,6,-3.56,0.0894,0.0143,2.45e-06,0.0618,0.862,160.944,4,4.4490075290896645,2
The Cruel Angel's Thesis <TV. Size Version>,NEON GENESIS EVANGELION II (Original Soundtrack),Yoko Takahashi,2025-03-21T00:00:32Z,"anime,city pop,j-pop",93186,34,0.614,0,-5.866,0.0492,0.0565,0.016,0.191,0.581,128.723,4,2.162902122,4
ユキトキ,エウアル,yanaginagi,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",268920,48,0.436,5,-3.043,0.108,0.0926,0,0.122,0.628,164.976,4,11.731690622861054,4
Waterfall,inside you EP,milet,2025-03-21T00:00:32Z,"j-pop,anime,j-rock",219373,36,0.769,8,-5.087,0.0334,0.482,1.58e-05,0.104,0.599,96.013,4,6.064339493497604,2
Torches,Walpurgis,Aimer,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",294760,48,0.525,0,-6.579,0.0274,0.577,0,0.142,0.36,82.044,4,3.956194387405888,3
give it back,give it back,Cö shu Nie,2025-03-21T00:00:32Z,"anime,j-rock,j-pop",212476,54,0.461,1,-5.838,0.0496,0.463,0,0.05,0.354,99.826,4,4.175222450376454,4
Overfly,OVERSKY,Luna Haruna,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",267506,51,0.584,8,-3.491,0.0443,0.0927,0.000252,0.0964,0.341,133.954,4,11.578370978781656,2
dawn,dawn,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",246773,37,0.608,5,-2.633,0.144,0.012,3.72e-05,0.355,0.546,92.492,4,4.205338809034908,4
ADAMAS,赤い罠(who loves it?) / ADAMAS,LiSA,2025-03-21T00:00:32Z,"anime,j-pop,j-rock",225000,62,0.514,1,-1.768,0.115,0.00906,1.28e-05,0.316,0.298,95.528,4,6.288843258042436,5
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,"Lil Uzi Vert,Oh Wonder",2025-03-21T00:00:32Z,melodic rap,221746,79,0.703,1,-3.612,0.05,0.617,0,0.106,0.696,82.008,4,7.586584531143052,2
Down,All Or Nothing,"Jay Sean,Lil Wayne",2025-03-21T00:00:32Z,"rap,hip hop",212506,79,0.727,2,-4.498,0.0286,0.0101,0,0.0821,0.728,132.012,4,16.23271731690623,2
A Little Party Never Killed Nobody (All We Got),Music From Baz Luhrmann's Film The Great Gatsby,"Fergie,Q-Tip,GoonRock",2025-03-21T00:00:32Z,east coast hip hop,240733,60,0.75,5,-5.078,0.174,0.0105,2.48e-06,0.0854,0.51,129.988,4,12.232717316906228,2
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),"USHER,Lil Jon,Ludacris",2025-03-21T00:00:32Z,"r&b,crunk,southern hip hop",250373,85,0.894,2,-4.699,0.112,0.0183,0,0.0388,0.583,105.018,4,21.010266940451743,3
Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),"Flo Rida,David Guetta",2025-03-21T00:00:32Z,"edm,dance",234560,78,0.616,0,-3.911,0.0327,0.0283,0,0.064,0.473,127.966,4,14.338124572210814,2
Berlin City Girl,Das Beste,Culcha Candela,2025-03-21T00:00:32Z,german pop,226320,59,0.797,7,-4.127,0.0401,0.0312,0,0.316,0.808,121.977,4,14.428473648186174,2
Dangerous Woman,Dangerous Woman,Ariana Grande,2025-03-21T00:00:32Z,pop,235946,71,0.664,4,-5.369,0.0412,0.0529,0,0.356,0.289,134.049,3,8.851471594798083,2
Winnie the Pooh,Winnie the Pooh,"Zooey Deschanel,M. Ward",2025-03-21T00:00:32Z,children's music,152440,46,0.432,2,-11.285,0.0806,0.454,0.00964,0.0864,0.388,148.93,4,14.234086242299794,3
Honor To Us All,Mulan (Original Soundtrack),"Lea Salonga,Beth Fowler,Marni Nixon,Chorus - Mulan,Disney",2025-03-21T00:00:33Z,musicals,183200,60,0.462,7,-19.3,0.0616,0.447,0,0.115,0.652,168.006,4,27.23340177960301,2
Sussy Baka,Sussy Baka,Iceboy Ben,2025-03-21T00:00:33Z,meme rap,91394,42,0.696,0,-12.12,0.114,0.356,7.72e-06,0.154,0.203,142.056,4,3.794661190965092,2
I Like Ya Cut G,Hamborger,Iceboy Ben,2025-03-21T00:00:33Z,meme rap,265846,22,0.942,6,-8.76,0.0902,0.000238,0.0114,0.0765,0.948,130.012,4,4.501026694045175,3
Wham Rap! (Enjoy What You Do?),The Final,Wham!,2025-03-21T00:00:33Z,christmas,401960,38,0.794,2,-9.256,0.0978,0.162,9.59e-05,0.649,0.789,118.671,4,38.33538672142368,2
Shooting Stars,Bag Raiders (Deluxe),Bag Raiders,2025-03-21T00:00:33Z,alternative dance,235813,67,0.636,11,-6.195,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4,14.234086242299794,2
What A Wonderful World,What A Wonderful World,Louis Armstrong,2025-03-21T00:00:33Z,"jazz,swing music,big band,vocal jazz,jazz blues",139226,76,0.271,5,-20.652,0.0351,0.726,1.54e-06,0.118,0.202,77.082,4,57.23477070499658,2
Just Dance,Kids Dance Party Music,"Lady Gaga,Colby O'Donis",2025-03-21T00:00:33Z,"art pop,pop",244055,28,0.813,1,-4.668,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,4,3.3127994524298425,2
The Only Exception,Brand New Eyes,Paramore,2025-03-21T00:00:33Z,"pop punk,emo,emo pop",267653,79,0.452,4,-6.607,0.0272,0.144,0,0.143,0.209,137.715,3,15.49349760438056,2
Hot N Cold,One Of The Boys,Katy Perry,2025-03-21T00:00:33Z,pop,220226,73,0.706,7,-3.956,0.0417,7.73e-05,0,0.0688,0.861,132.032,4,16.774811772758383,2
Hey Ya!,Speakerboxxx/The Love Below,Outkast,2025-03-21T00:00:33Z,"southern hip hop,hip hop",235213,82,0.727,4,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,4,22.23408624,2
Umbrella,Good Girl Gone Bad: Reloaded,"Rihanna,JAY-Z",2025-03-21T00:00:33Z,"hip hop,east coast hip hop,rap",275986,83,0.585,1,-4.603,0.124,0.00906,0,0.0426,0.584,174.034,4,16.815879534565365,2
Forever,Forever,Chris Brown,2025-03-21T00:00:33Z,r&b,278573,80,0.672,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,4,16.908966461327857,5
Stacy's Mom,Welcome Interstate Managers,Fountains Of Wayne,2025-03-21T00:00:33Z,power pop,197986,75,0.774,11,-4.927,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4,22.23408624,7
Sex on Fire,Only By The Night,Kings of Leon,2025-03-21T00:00:33Z,modern rock,203346,83,0.542,9,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,4,16.50650239561944,2
