Track Name,Album Name,Artist Name(s),Added At,Genres,Duration (ms),Popularity,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age,Play Count
The Moon Song,The Moon Song,Walker Burroughs,2025-03-21T00:00:28Z,,287713,34,0.456,5,-15.506,0.0326,0.934,3.19e-06,0.101,0.152,106.162,5,6.74880219028063,1.0
Close To You,Us,Us The Duo,2025-03-21T00:00:28Z,folk pop,199133,15,0.688,7,-6.397,0.0362,0.141,0.000996,0.198,0.488,139.961,4,12.780287474332647,9.0
Shallow,Shallow,The Hound + The Fox,2025-03-21T00:00:28Z,lullaby,221712,46,0.581,7,-7.681,0.0354,0.251,0.0,0.123,0.329,95.691,4,6.209445585215605,3.0
Run Away,Sing To Me Instead,Ben Platt,2025-03-21T00:00:28Z,musicals,217933,41,0.499,5,-9.076,0.0363,0.938,1.22e-06,0.108,0.371,106.902,3,5.9958932238193015,1.0
This Ain't Love,The Good Parts,Andy Grammer,2025-03-21T00:00:28Z,,205275,30,0.651,7,-5.567,0.109,0.065,0.0,0.203,0.485,96.003,4,7.318275154004107,1.0
I Do,All Of You,Colbie Caillat,2025-03-21T00:00:28Z,,173360,54,0.655,9,-5.656,0.0329,0.22,0.0,0.0785,0.958,144.877,4,14.234086242299794,4.0
Blame It On The Stars,Magazines Or Novels,Andy Grammer,2025-03-21T00:00:28Z,,191678,30,0.846,7,-4.988,0.0474,0.00485,1.68e-06,0.0553,0.767,119.01,4,10.642026009582478,2.0
Big Little Life,Big Little Life,Mikey Wax,2025-03-21T00:00:28Z,,191967,24,0.84,0,-8.913,0.0794,0.183,0.0,0.246,0.5,124.956,4,6.781656399726215,1.0
Time Travel,Time Travel,Never Shout Never,2025-03-21T00:00:28Z,emo,337253,27,0.474,0,-7.709,0.0415,0.0066,0.0,0.541,0.104,135.112,4,13.527720739219712,1.0
Tightrope,The Greatest Showman (Original Motion Picture Soundtrack),Michelle Williams,2025-03-21T00:00:28Z,musicals,234360,70,0.351,9,-10.316,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,3,7.299110198494182,1.0
A Million Dreams,The Greatest Showman (Original Motion Picture Soundtrack),"Ziv Zaifman,Hugh Jackman,Michelle Williams",2025-03-21T00:00:28Z,musicals,269453,75,0.265,7,-11.689,0.0569,0.243,0.0,0.0893,0.0998,54.747,3,7.299110198494182,3.0
Wasted,Wasted,"MXZ,Emaan",2025-03-21T00:00:28Z,,169014,5,0.488,4,-10.502,0.0522,0.328,0.0,0.114,0.079,70.862,4,4.933607118412047,1.0
Breathe,Take Shelter,Olly Alexander (Years & Years),2025-03-21T00:00:28Z,,233228,78,0.746,10,-7.004,0.0344,0.222,1.41e-06,0.123,0.417,92.057,4,11.233401779603012,3.0
From Now On,From Now On,Zac Brown Band,2025-03-21T00:00:28Z,"country,acoustic country",260959,50,0.541,3,-3.872,0.0342,0.114,0.0,0.356,0.263,110.013,4,6.360027378507871,1.0
The Greatest Show,The Greatest Show,Panic! At The Disco,2025-03-21T00:00:28Z,emo,174306,61,0.546,6,-5.365,0.0784,0.00546,0.0,0.382,0.491,77.009,4,6.398357289527721,3.0
Never Enough,Never Enough,Kelly Clarkson,2025-03-21T00:00:28Z,christmas,204133,52,0.398,8,-7.148,0.0486,0.139,0.0,0.115,0.0956,133.659,4,6.379192334017796,8.0
Never Enough,The Greatest Showman (Original Motion Picture Soundtrack),Loren Allred,2025-03-21T00:00:28Z,,207786,75,0.277,8,-8.903,0.0336,0.423,0.0,0.0952,0.227,86.777,3,7.299110198494182,3.0
thinking of you,Inaudible,"mommy,Philanthrope,Kyle McEvoy",2025-03-21T00:00:28Z,"lo-fi beats,lo-fi,jazz beats",131000,52,0.798,11,-12.673,0.209,0.487,0.8,0.239,0.506,160.038,4,6.346338124572211,11.0
controlla,rainy evening,Idealism,2025-03-21T00:00:28Z,"lo-fi,lo-fi beats",108000,57,0.788,6,-9.812,0.0693,0.54,0.694,0.273,0.545,80.033,4,7.572895277207392,5.0
Monday Loop,Harbor,Tomppabeats,2025-03-21T00:00:28Z,"lo-fi,lo-fi beats,vaporwave",91504,53,0.742,10,-8.533,0.043,0.872,0.00305,0.132,0.354,69.006,3,8.889801505817934,8.0
Fireworks,Hometown,"Nymano,Pandrezz",2025-03-21T00:00:28Z,"lo-fi beats,lo-fi,jazz beats",138000,44,0.558,5,-10.53,0.373,0.526,0.934,0.147,0.395,188.179,4,6.442162902121835,4.0
Snowman,1 Am. Study Session,WYS,2025-03-21T00:00:28Z,"lo-fi,lo-fi beats",195136,59,0.713,9,-16.141,0.0461,0.802,0.893,0.0653,0.0447,109.992,4,5.300479123887748,13.0
I'm Sorry,Theres Still Us,Swell,2025-03-21T00:00:28Z,,157524,47,0.94,6,-7.476,0.156,0.0837,5.58e-05,0.0409,0.799,134.976,4,9.1854893908282,20.0
Lonely,Lonely,Idealism,2025-03-21T00:00:28Z,"lo-fi,lo-fi beats",122500,41,0.286,8,-12.319,0.0466,0.541,0.935,0.0904,0.112,158.895,4,8.11772758384668,23.0
Old Roots New Trees,Nest,"Made in M,Smuv",2025-03-21T00:00:28Z,"lo-fi beats,lo-fi",92250,49,0.857,4,-10.946,0.328,0.836,0.955,0.109,0.778,82.9,4,8.39151266255989,7.0
this girl,Gentle Boy,Elijah Who,2025-03-21T00:00:28Z,"lo-fi,lo-fi beats",122704,54,0.79,8,-9.365,0.0864,0.872,0.797,0.111,0.418,69.997,4,7.490759753593429,7.0
i'm closing my eyes,i'm closing my eyes,potsu,2025-03-21T00:00:28Z,lo-fi,118302,60,0.877,0,-13.87,0.0996,0.501,0.677,0.0872,0.522,134.057,4,7.860369609856263,8.0
Again,Penthouse,Wun Two,2025-03-21T00:00:28Z,"lo-fi beats,lo-fi",143132,48,0.762,6,-11.863,0.198,0.949,0.87,0.114,0.652,82.78,4,10.269678302532512,8.0
Eternal Youth,Eternal Youth,RŮDE,2025-03-21T00:00:28Z,lo-fi,205766,62,0.655,6,-7.988,0.033,0.0347,0.897,0.271,0.0454,139.914,4,7.6358658453114305,5.0
Alright,To Pimp A Butterfly,Kendrick Lamar,2025-03-21T00:00:28Z,"hip hop,west coast hip hop",219333,83,0.796,7,-5.974,0.238,0.0742,0.0,0.0827,0.558,110.034,4,10.03148528405202,4.0
This Is America,This Is America,Childish Gambino,2025-03-21T00:00:28Z,,225773,68,0.854,5,-6.159,0.137,0.117,0.0,0.354,0.549,120.024,4,6.891170431211499,5.0
"Don't Shoot (feat. Rick Ross, Fabolous, Diddy, 2 Chainz, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh, TGT)","Don't Shoot (feat. Rick Ross, 2 Chainz, Diddy, Fabolous, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh & TGT) - Single","The Game,Rick Ross,Fabolous,Diddy,2 Chainz,Wale,DJ Khaled,Swizz Beatz,Yo Gotti,Curren$y,JasonMartin,King Pharaoh,TGT",2025-03-21T00:00:28Z,"west coast hip hop,gangster rap,hip hop,southern hip hop,east coast hip hop,rap,memphis rap,hyphy",367151,28,0.699,1,-9.911,0.218,0.0756,0.0,0.61,0.24,81.095,4,10.581793292265573,1.0
Mad (feat. Lil Wayne),A Seat at the Table,"Solange,Lil Wayne",2025-03-21T00:00:28Z,"alternative r&b,neo soul,rap,hip hop",235493,53,0.827,0,-5.025,0.254,0.101,4.15e-05,0.0908,0.599,119.807,4,8.487337440109513,2.0
Tribe,85 to Africa,Jidenna,2025-03-21T00:00:28Z,,213809,31,0.79,2,-6.986,0.285,0.015,0.000134,0.192,0.686,144.99,4,5.593429158110883,1.0
Time's A Wastin,Mama's Gun,Erykah Badu,2025-03-21T00:00:28Z,"neo soul,r&b",400840,50,0.677,11,-10.684,0.0671,0.201,0.00143,0.201,0.456,75.36,4,24.40246406570842,1.0
Police Get Away Wit Murder,Still Brazy (Deluxe),YG,2025-03-21T00:00:28Z,hyphy,199840,28,0.692,10,-5.348,0.262,0.0329,0.0,0.14,0.407,88.011,4,8.774811772758385,1.0
Kapernick Effect,Kapernick Effect,JAG,2025-03-21T00:00:28Z,,118828,16,0.652,3,-4.396,0.333,0.635,0.0,0.127,0.628,87.83,4,7.017111567419575,1.0
Inner City Blues (Make Me Wanna Holler),What's Going On,Marvin Gaye,2025-03-21T00:00:28Z,"motown,soul,northern soul,quiet storm",327706,61,0.63,1,-13.667,0.0322,0.792,0.132,0.133,0.645,94.08,4,53.8507871321013,1.0
Kings,Kings,"Kosine,IDRIS",2025-03-21T00:00:28Z,,209793,15,0.477,10,-6.879,0.0298,0.701,2.57e-05,0.15,0.34,79.772,3,4.884325804243669,1.0
Freedom (feat. Kendrick Lamar),Lemonade,"Beyoncé,Kendrick Lamar",2025-03-21T00:00:28Z,"hip hop,west coast hip hop",289760,62,0.437,2,-6.412,0.305,0.0376,0.0,0.683,0.406,84.378,4,8.92539356605065,2.0
Guarding The Gates - From Queen & Slim: The Soundtrack,Guarding The Gates (From Queen & Slim: The Soundtrack),Ms. Lauryn Hill,2025-03-21T00:00:28Z,neo soul,360312,40,0.322,11,-6.393,0.117,0.127,0.0,0.361,0.317,148.604,4,5.363449691991787,1.0
The Room Where It Happens,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",2025-03-21T00:00:28Z,musicals,318214,69,0.638,4,-9.382,0.426,0.271,0.0,0.664,0.511,173.552,4,9.503080082135524,16.0
Washington on Your Side,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Original Broadway Cast of Hamilton",2025-03-21T00:00:28Z,musicals,181477,64,0.884,10,-10.216,0.348,0.165,0.0,0.0756,0.425,134.051,4,9.503080082135524,14.0
We Know,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan",2025-03-21T00:00:28Z,musicals,142044,64,0.718,11,-10.376,0.523,0.312,0.0,0.127,0.692,113.855,4,9.503080082135524,10.0
No More Words (Jeff Hardy),"WWE: The Music, Vol. 8","Various Artists,Endeverafter",2025-03-21T00:00:28Z,champeta,263333,54,0.542,10,-16.353,0.0342,1.1e-05,0.0005,0.104,0.882,137.985,4,17.00752908966461,2.0
Wait for It,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Original Broadway Cast of Hamilton",2025-03-21T00:00:28Z,musicals,193749,72,0.543,6,-9.638,0.157,0.124,4.04e-06,0.0922,0.519,86.534,4,9.503080082135524,18.0
One Last Time,Hamilton (Original Broadway Cast Recording),"Christopher Jackson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",2025-03-21T00:00:28Z,musicals,296387,63,0.449,8,-9.624,0.356,0.631,0.0,0.0805,0.41,176.989,4,9.503080082135524,39.0
Wait for It,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Original Broadway Cast of Hamilton",2025-03-21T00:00:28Z,musicals,193749,72,0.543,6,-9.638,0.157,0.124,4.04e-06,0.0922,0.519,86.534,4,9.503080082135524,2.0
Something In The Water,Collin EP,"Daveed Diggs,Emmy Raver – Lampman",2025-03-21T00:00:28Z,musicals,237933,23,0.436,7,-5.211,0.399,0.0433,0.0,0.349,0.384,79.176,3,6.704996577686516,1.0
