Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4pfhgOylRLcBll5JjUsJZj,"Let's Fall in Love for the Night","Blood Harmony","FINNEAS",2019-10-04,190348,70,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","OYOY, Inc.",0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.918,4
5dGpmw7RbXbRKjAQDg6n9S,"Falling In Love","No Matter Where You Are","Us The Duo",2014-05-02,229280,33,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"folk pop","Universal Records",0.634,0.434,9,-9.079,1,0.0253,0.737,0.00000482,0.17,0.352,82.474,3
7namdlOhbtsc8FvoSafOQt,"Lost in the Woods","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Jonathan Groff",2019-11-15,180762,66,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"musicals","Walt Disney Records",0.366,0.478,8,-6.972,1,0.0277,0.695,0.00000891,0.124,0.293,149.318,4
7tYKa4wd7gL5LwcxidBPkG,"Sad Song (feat. Elena Coats)","Somewhere Somehow","We The Kings,Elena Coates",2013-01-01,226330,65,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"pop punk","S-Curve Records",0.512,0.526,1,-5.44,1,0.0251,0.0724,0,0.0675,0.249,85.024,4
3U4isOIWM3VvDubwSI3y7a,"All of Me","Love In The Future (Expanded Edition)","John Legend",2013-08-30,269560,86,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"soft pop,neo soul","G.O.O.D. Music/Columbia",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
6MTd61g9zq6CB1FnJydjEb,"Sugar Sugar","Everything's Archie","The Archies",1969-11-14,167213,68,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Calendar Records",0.757,0.725,2,-7.259,1,0.0275,0.399,0,0.108,0.965,122.439,4
54o3bIqo97M2OJ871GAr1I,"SUGA SWEET","SUGA SWEET","FAKY",2017-08-30,172800,22,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"j-pop,anime,j-r&b","rhythm zone",0.541,0.839,1,-3.454,0,0.0479,0.0423,0.00000847,0.087,0.427,174.98,4
7uzmGiiJyRfuViKKK3lVmR,"Mine","COSMIC","Bazzi",2018-04-12,131064,72,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","iamcosmic",0.71,0.789,4,-3.874,1,0.0722,0.0161,0.00000277,0.451,0.717,142.929,4
6y0WlFecBZMaIlitqe9bNg,"Indigo","Head In The Clouds II","88rising,NIKI",2019-10-11,173473,62,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","88rising Music",0.819,0.664,7,-5.612,1,0.0828,0.0959,0.00000189,0.263,0.709,144.992,4
73PgneESQtlCqka4I11XM3,"LEMONS (feat. kennedi)","MANGOTALE","Shawn Wasabi,kennedi",2020-05-29,156038,35,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Facet/Warner Records",0.775,0.606,9,-3.627,0,0.0747,0.0202,0,0.0485,0.87,153.859,4
4SWEZDzjNiaxKGiYUASnzt,"Perfect Two","Perfect Two","Auburn",2013-07-01,233628,46,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"russelåter","perfect two",0.52,0.355,7,-7.228,1,0.0503,0.828,0,0.0898,0.743,78.062,4
1HwpWwa6bnqqRhK8agG4RS,"Beautiful Soul","Beautiful Soul","Jesse McCartney",2004-01-01,214226,69,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Hollywood Records",0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,89.975,4
6huS9u0BDfeQHq0lObNLPl,"Better Together","Better Together","Us The Duo",2015-04-28,200706,59,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"folk pop","Universal Records",0.761,0.311,5,-10.597,1,0.0692,0.647,0,0.15,0.553,109.891,4
5uCax9HTNlzGybIStD3vDh,"Say You Won't Let Go","Back from the Edge","James Arthur",2016-10-28,211466,84,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"soft pop","Columbia",0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4
6MDTpYxPFL0wtFd0pjfKws,"Rhythm Of Love","Wonders Of The Younger","Plain White T's",2010-01-01,200200,59,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Hollywood Records",0.531,0.542,8,-7.721,1,0.0432,0.356,0,0.119,0.726,171.878,4
3oap5wNMWwX1dT3AVKwLzH,"Nine in the Afternoon - Single Mix","Pretty. Odd.","Panic! At The Disco",2008-03-24,191560,54,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"emo","Decaydance/Fueled By Ramen/ATL",0.405,0.689,10,-5.75,1,0.0365,0.0843,0,0.207,0.397,155.189,4
4cluDES4hQEUhmXj6TXkSo,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,199986,84,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Syco Music UK",0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
1N7Aep1OewK9diaN9WbuuR,"Stupid for You","Double Dare","Waterparks",2016-11-03,191544,54,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"pop punk","Equal Vision Records",0.581,0.922,1,-3.408,0,0.0666,0.024,0,0.202,0.596,118.408,4
3c0CJ0DBgsGZ7I79lyx02Z,"Like Ooh-Ahh","The Story Begins","TWICE",2015-10-20,215080,63,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"k-pop","Republic Records - TWICE",0.721,0.875,6,-1.166,1,0.0783,0.241,0.000105,0.382,0.692,141.994,4
7I60v3Ctgf1eMefMc69zAo,"What I've Been Looking For (Reprise)","High School Musical","Troy,Gabriella,Disney",2006-01-01,79906,55,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Walt Disney Records",0.584,0.265,9,-12.346,1,0.0396,0.874,0,0.159,0.226,110.03,4
4hVnZf324hXy6TyVx2oncO,"Lucky (feat. Ximena Sariñana)","Lucky (feat. Ximena Sariñana)","Jason Mraz,Ximena Sariñana",2009-06-15,189013,50,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"soft pop,acoustic pop,latin indie,mexican indie,latin alternative","Atlantic Records",0.708,0.384,9,-8.845,0,0.035,0.347,0,0.15,0.487,130.071,4
5VWmMZCfJ4yVkJw9ZLFXej,"1, 2, 3, 4","Big Bad World","Plain White T's",2008-01-01,198360,57,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Hollywood Records",0.458,0.55,2,-7.092,1,0.0262,0.566,0.0000139,0.108,0.56,90.56,4
0rFOs9paloAvEtzwDX1Kmc,"Bubbly","Coco","Colbie Caillat",2007-01-01,196280,68,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Universal Records",0.697,0.474,9,-6.663,1,0.0351,0.603,0,0.11,0.249,127.904,4
3Za4yViy4wKFEF0gkqCH3j,"I Love You Too Much","The Book of Life (Original Motion Picture Soundtrack)","Gustavo Santaolalla,Diego Luna",2014-09-29,155320,58,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"soundtrack","Sony Classical",0.403,0.255,0,-9.601,1,0.0428,0.854,0.0000095,0.198,0.21,206.198,3
6lfxq3CG4xtTiEg7opyCyx,"Can't Help Falling In Love","Crazy Rich Asians (Original Motion Picture Soundtrack)","Kina Grannis",2018-08-10,201933,67,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"acoustic pop","WaterTower Music",0.266,0.0596,0,-18.515,1,0.0363,0.905,0.0000707,0.132,0.143,181.74,3
3NlLmKBJozwoi0k03Feb1N,"Isn't She Lovely","The Definitive Collection (Deluxe Edition)","Stevie Wonder",2002-10-29,199386,69,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"motown,soul","UNI/MOTOWN",0.747,0.692,1,-8.956,0,0.0474,0.202,0.0000339,0.0698,0.904,118.698,4
51mwvxRXUktJYBXqq9uXuo,"Missin' You Like Crazy","Us","Us The Duo",2012-06-15,206146,39,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"folk pop","Universal Records",0.742,0.302,10,-9.596,1,0.0398,0.607,0,0.101,0.438,78.505,4
6nkcPGa0sr24NFCc5l5UjE,"If I Could Tell Her","Dear Evan Hansen (Original Broadway Cast Recording)","Ben Platt,Laura Dreyfuss",2017-02-03,248653,59,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"musicals","Atlantic Records",0.584,0.312,4,-8.249,1,0.0405,0.647,0,0.152,0.455,96.026,4
0yVAi0bRRQjgKSrBsnB8R9,"Underwater","Wave Two","Cody Simpson",2019-02-22,208960,39,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Coast House",0.643,0.608,9,-7.514,1,0.0357,0.122,0.000124,0.103,0.31,97.019,4
451GvHwY99NKV4zdKPRWmv,"Banana Pancakes","In Between Dreams","Jack Johnson",2005-01-01,191906,70,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"surf rock","Jack Johnson",0.816,0.375,7,-8.053,1,0.0996,0.607,0.00000866,0.0933,0.615,114.303,4
6hYvw3LLTViP2mT4MpDNmT,"Grow as We Go","Sing To Me Instead","Ben Platt",2019-03-29,249426,59,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"musicals","Atlantic Records",0.458,0.137,8,-14.083,1,0.0355,0.882,0,0.15,0.437,80.824,4
3dqUv6E7L24BDImpGJWYGL,"Can't Help Falling in Love","Better","Haley Reinhart",2016-04-29,173174,71,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Anthem Records",0.409,0.0485,0,-13.919,1,0.038,0.947,0,0.108,0.247,138.083,4
22vgEDb5hykfaTwLuskFGD,"Sucker","Happiness Begins","Jonas Brothers",2019-06-07,181026,77,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Jonas Brothers Recording",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4
6M60Pw2zaxSbhMEFWq2jla,"Crazy Beautiful","Crazy Beautiful EP","Andy Grammer",2016-11-18,205053,45,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","S-Curve Records",0.616,0.822,11,-3.808,0,0.0418,0.0617,0,0.0547,0.671,100.522,4
2bkzqem4veyueCgtIJ7bMV,"Our First Song","Our First Song","Joseph Vincent",2016-04-19,171028,54,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Joseph Vincent",0.701,0.252,11,-10.844,1,0.0477,0.958,0.0000114,0.0938,0.723,158.087,4
71SidvkT6LCBHRZI858TsQ,"Absolutely Smitten","Intertwined - EP","dodie",2016-11-18,181000,44,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Independent",0.667,0.663,9,-10.577,1,0.0346,0.456,0.00316,0.703,0.507,118.947,4
5ez4of8y0xSEV268vr0lNE,"All About Your Heart","Anchor","Mindy Gledhill",2010-08-10,248946,34,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Blue Morph Music",0.564,0.419,11,-8.557,1,0.0247,0.7,0.00132,0.121,0.0894,93.999,4
1gTr6WwjUQ2DPGn95lmoMT,"If You're the Coffee","The Arcadian Wild","The Arcadian Wild",2015-08-26,234750,37,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"christian folk","Duetti",0.758,0.296,11,-7.1,0,0.0376,0.898,0,0.201,0.494,120.056,4
4eaLY5pOPsgKzs37woeTRz,"Heregoesnothin","The Yippee EP","Never Shout Never",2009-07-03,206533,40,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"emo","Loveway Records",0.494,0.983,3,-5.026,1,0.43,0.127,0,0.123,0.262,170.041,4
60S0LkuUyzHzX29KWew1a6,"Moon River","I Dream of You: CALM","JJ Heller",2018-10-08,291386,47,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"christian folk,lullaby","Stone Table Records",0.411,0.191,7,-10.178,1,0.0308,0.916,0,0.1,0.155,74.92,3
7lozLnUfzcgEpMMVQI7yhA,"Why","COSMIC","Bazzi",2018-04-12,148259,65,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","iamcosmic",0.676,0.67,8,-6.584,1,0.0374,0.353,0,0.103,0.54,113.01,4
0TiUwSybDflJu4Qe2AUoGD,"Bad Habit","Sing To Me Instead","Ben Platt",2019-03-29,262760,43,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"musicals","Atlantic Records",0.339,0.495,5,-6.374,1,0.0325,0.379,0,0.102,0.121,134.336,4
63FhlyzgovQTBqmojPbvNo,"It Don't Matter (feat. Donavon Frankenreiter)","Free","Cody Simpson,Donavon Frankenreiter",2015-07-10,179893,29,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"surf rock","Bananabeat Records / Coast House",0.868,0.673,0,-5.991,1,0.0298,0.175,0,0.285,0.738,108.949,4
0wfaxt9dqAc7mUF36U11dw,"I Will Spend My Whole Life Loving You","All My Love","Imaginary Future,Kina Grannis",2018-04-06,227619,54,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"folk pop,acoustic pop","Endurance Music Group / The Fuel Music",0.636,0.129,11,-17.074,1,0.0347,0.887,0,0.0719,0.299,125.798,4
2VvTMIXG760UiG9OSiFt9j,"Real Estate","Real Estate","Adam Melchor",2018-12-04,216000,51,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","R&R Digital",0.495,0.284,2,-12.81,1,0.0311,0.953,0.00819,0.151,0.187,80.027,4
6lanRgr6wXibZr8KgzXxBl,"a thousand years","a thousand years","Christina Perri",2011-10-18,285120,84,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"soft pop","Atlantic Records",0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3
4oa14QBfWRDfJy2agySy0L,"Gravity","Little Voice","Sara Bareilles",2007-07-03,232760,63,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Epic",0.27,0.275,0,-10.357,1,0.0356,0.834,0,0.146,0.231,168.964,4
2MWOqewf5j0qf2b6S5J6cS,"Marry Me","Save Me, San Francisco (Golden Gate Edition)","Train",2010-12-01,205453,64,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"soft pop","Columbia",0.461,0.267,0,-8.514,1,0.0278,0.834,0.0000203,0.107,0.481,87.918,4
79qxwHypONUt3AFq0WPpT9,"Rainbow","Golden Hour","Kacey Musgraves",2018-03-30,214293,65,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","MCA Nashville",0.581,0.197,3,-7.697,1,0.0329,0.88,0,0.107,0.349,130.367,4
2kfGoV9a5dbSKCNmUWH2ZF,"Turning Page","Turning Page","Sleeping At Last",2012-06-18,255893,69,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Sleeping At Last",0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,3
07koEqsKHZTlGVMC9eoEjO,"The Most Beautiful Thing","To Let A Good Thing Die","Bruno Major",2020-06-05,235426,67,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Bruno Major",0.806,0.362,7,-10.386,1,0.0344,0.541,0.0489,0.111,0.418,127.498,4
53QF56cjZA9RTuuMZDrSA6,"I Won't Give Up","Love Is a Four Letter Word (Deluxe Edition)","Jason Mraz",2012-04-13,240165,72,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"soft pop,acoustic pop","Atlantic Records",0.483,0.303,4,-10.058,1,0.0429,0.694,0,0.115,0.139,133.406,3
3DDGhkxq3FeUorZppSgeLE,"Somewhere Only We Know","Somewhere Only We Know","Lily Allen",2013-11-10,208154,57,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Parlophone UK",0.314,0.286,10,-10.191,1,0.035,0.935,0.0258,0.0999,0.278,172.021,4
1fEGtTZjrjJW8eUeewnNJR,"Flightless Bird, American Mouth","The Shepherd's Dog","Iron & Wine",2007-09-25,241917,68,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"indie folk,chamber pop,folk","Sub Pop Records",0.369,0.403,3,-7.996,1,0.0259,0.827,0.0541,0.106,0.177,154.899,3
5O2P9iiztwhomNh8xkR9lJ,"Night Changes","FOUR (Deluxe)","One Direction",2014-11-17,226600,88,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Syco Music",0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4
5BIY4jMiYsp5QKKE05AXUF,"Lost in You","Lost in You","khai dreams",2017-09-08,101000,52,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Khai Dreams",0.77,0.607,5,-12.02,0,0.115,0.337,0,0.121,0.791,90.028,4
1ulDt6ySVbMbzZCBO6hSfb,"Little Talks","Little Talks","Julia Sheer,Jon D",2013-01-05,219760,55,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Julia Sheer & Jon D",0.637,0.263,5,-9.094,0,0.0399,0.873,0,0.164,0.487,97.423,4
2xwYMXg6Kr2c95nBFibPqh,"Mr. & Mrs. Beautiful","Simple Distance","The Workday Release,Anais Nicole",2011-11-07,192446,23,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","The Workday Release",0.606,0.431,1,-7.355,1,0.0299,0.76,0,0.0735,0.618,72.509,4
7p886g9gxtstQUVJSBaepY,"R.G.T.","Springside","Clay Finnesand",2019-08-02,201480,25,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Clay Finnesand",0.945,0.315,2,-9.709,1,0.106,0.125,0,0.233,0.563,132.069,4
7I1a30gW4kSszeM7p60ANL,"By My Side","By My Side","David Choi",2010-05-18,213036,38,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","David Choi Music",0.574,0.352,4,-12.204,1,0.0374,0.821,0.00828,0.119,0.316,146.686,4
5R2eIgenfXLRX9zPUaZ3nY,"i love you more than you will ever know","Harmony","Never Shout Never",2010-08-23,153440,39,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"emo","Loveway Records",0.6,0.514,0,-6.659,1,0.0258,0.452,0,0.147,0.411,105.006,4
5qxRki0aMjtFXl6kgZGPrc,"The Moon Song","The Moon Song","Walker Burroughs",2018-06-27,287713,34,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","FRTYFVE",0.456,0.138,5,-15.506,1,0.0326,0.934,0.00000319,0.101,0.152,106.162,5
6KYIFN7VKuhdBYHwfxrAgi,"Close To You","Us","Us The Duo",2012-06-15,199133,15,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"folk pop","Universal Records",0.688,0.747,7,-6.397,0,0.0362,0.141,0.000996,0.198,0.488,139.961,4
4q0v24VXobXe0kTLb46Xa9,"Shallow","Shallow","The Hound + The Fox",2019-01-10,221712,46,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"lullaby","HoundFox Music",0.581,0.297,7,-7.681,1,0.0354,0.251,0,0.123,0.329,95.691,4
3JC3haLtKHPxzydzR7MGp2,"Run Away","Sing To Me Instead","Ben Platt",2019-03-29,217933,41,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"musicals","Atlantic Records",0.499,0.204,5,-9.076,1,0.0363,0.938,0.00000122,0.108,0.371,106.902,3
7eBo6lBQqlVqP02wXgvwUn,"This Ain't Love","The Good Parts","Andy Grammer",2017-12-01,205275,30,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","S-Curve Records",0.651,0.627,7,-5.567,1,0.109,0.065,0,0.203,0.485,96.003,4
42loEE51UDcecom9K8K4ei,"I Do","All Of You","Colbie Caillat",2011-01-01,173360,54,l3jqesl78ql7blc0lmkq6j85d,2025-03-21T00:00:28Z,"","Universal Records",0.655,0.877,9,-5.656,1,0.0329,0.22,0,0.0785,0.958,144.877,4
